"ID","Pedigree","Comments_merged","Comments_isu_gb","Comments_note"
"PI511310","NC254","other_stiff stalk","stiff stalk","ok"
"PI511313","GT113","other_unclassified","unclassified","ok"
"PI517968","Pa392","other_non-stiff stalk","non-stiff stalk","ok"
"PI517971","Pa468","other_unclassified","unclassified","ok"
"PI517972","Pa877","other_stiff stalk","stiff stalk","ok"
"PI517973","Pa879","other_stiff stalk","stiff stalk","ok"
"PI517974","Pa880","other_unclassified","unclassified","ok"
"PI518660","SD43","other_unclassified","unclassified","ok"
"PI520770","W552","other_unclassified","unclassified","ok"
"PI520771","W570","other_unclassified","unclassified","ok"
"PI520772","W572","other_unclassified","unclassified","ok"
"PI520774","NC264","other_non-stiff stalk","non-stiff stalk","ok"
"PI522250","ND262","other_unclassified","unclassified","ok"
"PI522252","ND264","other_unclassified","unclassified","ok"
"PI524969","SD44","other_unclassified","unclassified","ok"
"PI524970","SD46","other_unclassified","unclassified","ok"
"PI527699","B90","other_non-stiff stalk","non-stiff stalk","ok"
"PI527700","B91","other_non-stiff stalk","non-stiff stalk","ok"
"PI531081","Pa356","other_non-stiff stalk","non-stiff stalk","ok"
"PI531083","Pa891","other_non-stiff stalk","non-stiff stalk","ok"
"PI531084","NC258","other_unclassified","unclassified","ok"
"PI531085","NC262","other_unclassified","unclassified","ok"
"PI531509","R225","other_unclassified","unclassified","ok"
"PI531510","R226","other_unclassified","unclassified","ok"
"PI531511","R227","other_unclassified","unclassified","ok"
"PI533658","SD101","other_unclassified","unclassified","ok"
"PI533659","SD102","other_unclassified","unclassified","ok"
"PI535901","S 3","other_unclassified","unclassified","ok"
"PI535906","S 56","other_unclassified","unclassified","ok"
"PI535913","S 17","other_unclassified","unclassified","ok"
"PI535914","S 22","other_unclassified","unclassified","ok"
"PI535916","S 37","other_unclassified","unclassified","ok"
"PI535917","S 51","other_unclassified","unclassified","ok"
"PI535919","S 59A","other_unclassified","unclassified","ok"
"PI535920","S 63","other_unclassified","unclassified","ok"
"PI535921","S 65","other_unclassified","unclassified","ok"
"PI535923","S 90","other_unclassified","unclassified","ok"
"PI535924","S 97","other_unclassified","unclassified","ok"
"PI535925","S 99","other_unclassified","unclassified","ok"
"PI535926","S 117","other_unclassified","unclassified","ok"
"PI535927","S 125","other_unclassified","unclassified","ok"
"PI537097","LH195","other_stiff stalk","stiff stalk","ok"
"PI537099","LH205","other_stiff stalk","stiff stalk","ok"
"PI538007","LH127","other_non-stiff stalk","non-stiff stalk","ok"
"PI538008","LH163","other_unclassified","unclassified","ok"
"PI538009","LH196","other_stiff stalk","stiff stalk","ok"
"PI538010","LH206","other_unclassified","unclassified","ok"
"PI538011","LH220Ht","other_stiff stalk","stiff stalk","ok"
"PI538229","SD53","other_unclassified","unclassified","ok"
"PI538231","SD59","other_unclassified","unclassified","ok"
"PI538235","SD57","other_unclassified","unclassified","ok"
"PI538237","SD63","other_unclassified","unclassified","ok"
"PI538238","SD65","other_unclassified","unclassified","ok"
"PI538239","SD69","other_unclassified","unclassified","ok"
"PI538242","SD106","other_unclassified","unclassified","ok"
"PI538244","SD108","other_unclassified","unclassified","ok"
"PI539870","B92","other_non-stiff stalk","non-stiff stalk","ok"
"PI539871","B93","other_non-stiff stalk","non-stiff stalk","ok"
"PI539872","B94","other_stiff stalk","stiff stalk","ok"
"PI539920","LH160","other_unclassified","unclassified","ok"
"PI539921","LH162","other_unclassified","unclassified","ok"
"PI539922","LH190","other_stiff stalk","stiff stalk","ok"
"PI539923","LH194","other_stiff stalk","stiff stalk","ok"
"PI539924","LH202","other_stiff stalk","stiff stalk","ok"
"PI539925","LH191","other_unclassified","unclassified","ok"
"PI539926","LH192","other_stiff stalk","stiff stalk","ok"
"PI539927","LH193","other_stiff stalk","stiff stalk","ok"
"PI539930","RS 710","other_unclassified","unclassified","ok"
"PI542937","Ab18","other_NA","unknown","ok"
"PI542938","Ab610","other_unclassified","unclassified","ok"
"PI542953","T264","other_unclassified","unclassified","ok"
"PI542955","Va4","other_unclassified","unclassified","ok"
"PI542957","Va6","other_unclassified","unclassified","ok"
"PI542959","Va33","other_unclassified","unclassified","ok"
"PI543840","PHJ65","other_unclassified","unclassified","ok"
"PI543843","PHN34","other_unclassified","unclassified","ok"
"PI543846","PHP76","other_unclassified","unclassified","ok"
"PI543847","PHV07","other_unclassified","unclassified","ok"
"PI543849","PHW51","other_unclassified","unclassified","ok"
"PI543850","PHW86","other_unclassified","unclassified","ok"
"PI544065","BCC03","other_unclassified","unclassified","ok"
"PI546482","FBLA","other_unclassified","unclassified","ok"
"PI546483","6F629","other_unclassified","unclassified","ok"
"PI546484","6M502A","other_unclassified","unclassified","ok"
"PI546485","NL001","other_unclassified","unclassified","ok"
"PI546494","ND265","other_unclassified","unclassified","ok"
"PI547086","LH128","other_non-stiff stalk","non-stiff stalk","ok"
"PI547087","LH181","other_unclassified","unclassified","ok"
"PI547088","LH208","other_stiff stalk","stiff stalk","ok"
"PI547089","LH212Ht","other_unclassified","unclassified","ok"
"PI547090","LH213","other_non-stiff stalk","non-stiff stalk","ok"
"PI547107","Lp215D","other_unclassified","unclassified","ok"
"PI548783","T171","other_unclassified","unclassified","ok"
"PI548794","ND266","other_unclassified","unclassified","ok"
"PI548798","PHJ89","other_unclassified","unclassified","ok"
"PI548799","PHJ90","other_unclassified","unclassified","ok"
"PI548800","PHK93","other_unclassified","unclassified","ok"
"PI548801","PHM81","other_unclassified","unclassified","ok"
"PI548802","PHN66","other_stiff stalk","stiff stalk","ok"
"PI548804","PHR55","other_non-stiff stalk","non-stiff stalk","ok"
"PI548805","PHR58","other_non-stiff stalk","non-stiff stalk","ok"
"PI548808","PHW30","other_unclassified","unclassified","ok"
"PI548830","29MIBZ2","other_unclassified","unclassified","ok"
"PI548839","MBUB","other_unclassified","unclassified","ok"
"PI550440","B64","other_unclassified","unclassified","ok"
"PI550442","Mo20W","other_non-stiff stalk","non-stiff stalk","ok"
"PI550443","B49","other_unclassified","unclassified","ok"
"PI550454","B52","other_unclassified","unclassified","ok"
"PI550455","B67","other_stiff stalk","stiff stalk","ok"
"PI550456","B69","other_unclassified","unclassified","ok"
"PI550461","B14A","other_stiff stalk","stiff stalk","ok"
"PI550462","B59","other_stiff stalk","stiff stalk","ok"
"PI550463","B65","other_stiff stalk","stiff stalk","ok"
"PI550464","B66","other_non-stiff stalk","non-stiff stalk","ok"
"PI550465","B68","other_stiff stalk","stiff stalk","ok"
"PI550467","B37","other_stiff stalk","stiff stalk","ok"
"PI550468","B45","other_unclassified","unclassified","ok"
"PI550469","B46","other_unclassified","unclassified","ok"
"PI550470","B54","other_unclassified","unclassified","ok"
"PI550471","B56","other_unclassified","unclassified","ok"
"PI550472","B57","other_non-stiff stalk","non-stiff stalk","ok"
"PI550483","B76","other_stiff stalk","stiff stalk","ok"
"PI550489","ND245","other_unclassified","unclassified","ok"
"PI550490","ND246","other_unclassified","unclassified","ok"
"PI550491","ND301","other_unclassified","unclassified","ok"
"PI550496","H102","other_unclassified","unclassified","ok"
"PI550497","H103","other_unclassified","unclassified","ok"
"PI550503","ND247","other_unclassified","unclassified","ok"
"PI550504","ND248","other_unclassified","unclassified","ok"
"PI550514","T61","other_unclassified","unclassified","ok"
"PI550515","T101","other_unclassified","unclassified","ok"
"PI550517","T115","other_unclassified","unclassified","ok"
"PI550520","T224","other_unclassified","unclassified","ok"
"PI550521","T226","other_unclassified","unclassified","ok"
"PI550522","T232","other_unclassified","unclassified","ok"
"PI550526","H110","other_stiff stalk","stiff stalk","ok"
"PI550527","H111","other_stiff stalk","stiff stalk","ok"
"PI550530","ND249","other_unclassified","unclassified","ok"
"PI550531","ND250","other_unclassified","unclassified","ok"
"PI550532","ND251","other_unclassified","unclassified","ok"
"PI550540","ND252","other_unclassified","unclassified","ok"
"PI550541","ND253","other_unclassified","unclassified","ok"
"PI550542","ND254","other_unclassified","unclassified","ok"
"PI550552","ND304W","other_unclassified","unclassified","ok"
"PI550553","ND101","other_unclassified","unclassified","ok"
"PI550554","ND256","other_unclassified","unclassified","ok"
"PI550555","NC250","other_stiff stalk","stiff stalk","ok"
"PI550556","B88","other_unclassified","unclassified","ok"
"PI550558","DE811","other_unclassified","unclassified","ok"
"PI550561","ND257","other_unclassified","unclassified","ok"
"PI550565","N190","other_stiff stalk","stiff stalk","ok"
"PI550566","N192","other_stiff stalk","stiff stalk","ok"
"PI550567","N193","other_unclassified","unclassified","ok"
"PI550568","N194","other_unclassified","unclassified","ok"
"PI550571","ND259","other_unclassified","unclassified","ok"
"PI550573","ND260","other_unclassified","unclassified","ok"
"PI550695","L 155","other_unclassified","unclassified","ok"
"PI550909","89291","other_tropical","tropical","ok"
"PI550911","89302","other_tropical","tropical","ok"
"PI550917","88094","other_tropical","tropical","ok"
"PI550918","88069","other_tropical","tropical","ok"
"PI552815","LH215","other_non-stiff stalk","non-stiff stalk","ok"
"PI553055","OC2","other_unclassified","unclassified","ok"
"PI553056","OC3","other_unclassified","unclassified","ok"
"PI553057","OC4","other_unclassified","unclassified","ok"
"PI553059","OC6","other_unclassified","unclassified","ok"
"PI553063","OC10","other_unclassified","unclassified","ok"
"PI554612","LH209","other_unclassified","unclassified","ok"
"PI554615","MM402A","other_unclassified","unclassified","ok"
"PI554616","3IBZ2","other_unclassified","unclassified","ok"
"PI555650","LIBC 4","other_unclassified","unclassified","ok"
"PI555651","83IBI3","other_non-stiff stalk","non-stiff stalk","ok"
"PI555660","LH214","other_unclassified","unclassified","ok"
"PI558516","Mo7","other_unclassified","unclassified","ok"
"PI558517","Mo10","other_unclassified","unclassified","ok"
"PI558518","Mo15W","other_unclassified","unclassified","ok"
"PI558521","Mo2RF","other_unclassified","unclassified","ok"
"PI558522","Mo3","other_unclassified","unclassified","ok"
"PI558524","Mo6","other_unclassified","unclassified","ok"
"PI558526","Mo9W","other_unclassified","unclassified","ok"
"PI558527","Mo11","other_unclassified","unclassified","ok"
"PI558530","Mo14W","other_unclassified","unclassified","ok"
"PI558531","Mo16W","other_unclassified","unclassified","ok"
"PI558532","Mo17","other_non-stiff stalk","non-stiff stalk","ok"
"PI559375","LH222","other_unclassified","unclassified","ok"
"PI559380","ICI 193","other_unclassified","unclassified","ok"
"PI559381","ICI 441","other_stiff stalk","stiff stalk","ok"
"PI559382","ICI 740","other_unclassified","unclassified","ok"
"PI559383","ICI 893","other_unclassified","unclassified","ok"
"PI559916","CS405","other_unclassified","unclassified","ok"
"PI559918","NQ508","other_unclassified","unclassified","ok"
"PI559919","OQ101","other_unclassified","unclassified","ok"
"PI559920","OQ403","other_unclassified","unclassified","ok"
"PI559921","OS602","other_unclassified","unclassified","ok"
"PI559935","PHBA6","other_unclassified","unclassified","ok"
"PI559944","PHP85","other_unclassified","unclassified","ok"
"PI559945","PHPR5","other_unclassified","unclassified","ok"
"PI559946","PHR30","other_unclassified","unclassified","ok"
"PI559949","PHT69","other_unclassified","unclassified","ok"
"PI559952","PHV53","other_unclassified","unclassified","ok"
"PI559953","PHVA9","other_unclassified","unclassified","ok"
"PI559954","PHWG5","other_unclassified","unclassified","ok"
"PI560074","Pa759","other_unclassified","unclassified","ok"
"PI560075","Pa760","other_unclassified","unclassified","ok"
"PI560081","Pa778","other_non-stiff stalk","non-stiff stalk","ok"
"PI560082","Pa860","other_unclassified","unclassified","ok"
"PI560316","CS608","other_unclassified","unclassified","ok"
"PI561516","AR204","other_unclassified","unclassified","ok"
"PI561523","AR234","other_unclassified","unclassified","ok"
"PI561526","AR250","other_unclassified","unclassified","ok"
"PI561527","AR254","other_unclassified","unclassified","ok"
"PI561529","AR266","other_unclassified","unclassified","ok"
"PI561533","AR276","other_unclassified","unclassified","ok"
"PI561565","B95","other_non-stiff stalk","non-stiff stalk","ok"
"PI561604","90176","other_tropical","tropical","ok"
"PI561694","NYRD4058","other_unclassified","unclassified","ok"
"PI561695","NYLB31","other_unclassified","unclassified","ok"
"PI564682","B97","other_non-stiff stalk","non-stiff stalk","ok"
"PI564852","B101","other_unclassified","unclassified","ok"
"PI568158","N199","other_unclassified","unclassified","ok"
"PI568159","N200","other_unclassified","unclassified","ok"
"PI572413","Oh599","other_unclassified","unclassified","ok"
"PI573098","Oh603","other_unclassified","unclassified","ok"
"PI583350","Mo45","other_unclassified","unclassified","ok"
"PI583351","Mo46","other_non-stiff stalk","non-stiff stalk","ok"
"PI583352","Mo47","other_non-stiff stalk","non-stiff stalk","ok"
"PI583774","ML606","other_unclassified","unclassified","ok"
"PI583846","H126W","other_non-stiff stalk","non-stiff stalk","ok"
"PI583847","H125","other_unclassified","unclassified","ok"
"PI584528","B99","other_non-stiff stalk","non-stiff stalk","ok"
"PI584529","B100","other_non-stiff stalk","non-stiff stalk","ok"
"PI587124","CM105","other_unclassified","unclassified","ok"
"PI587125","CO109","other_unclassified","unclassified","ok"
"PI587127","H105W","other_stiff stalk","stiff stalk","ok"
"PI587128","H84","other_stiff stalk","stiff stalk","ok"
"PI587129","H99","other_unclassified","unclassified","ok"
"PI587137","Ms71","other_unclassified","unclassified","ok"
"PI587138","A554","other_unclassified","unclassified","ok"
"PI587139","A619","other_non-stiff stalk","non-stiff stalk","ok"
"PI587140","A632","other_stiff stalk","stiff stalk","ok"
"PI587141","A654","other_unclassified","unclassified","ok"
"PI587142","A679","other_unclassified","unclassified","ok"
"PI587143","A682","other_non-stiff stalk","non-stiff stalk","ok"
"PI587144","Mo24W","other_unclassified","unclassified","ok"
"PI587145","NC268","other_unclassified","unclassified","ok"
"PI587147","Pa91","other_unclassified","unclassified","ok"
"PI587149","Va26","other_non-stiff stalk","non-stiff stalk","ok"
"PI587150","Va35","other_non-stiff stalk","non-stiff stalk","ok"
"PI587151","Va102","other_NA","unknown","ok"
"PI587152","W64A","other_stiff stalk","stiff stalk","ok"
"PI587153","W117","other_non-stiff stalk","non-stiff stalk","ok"
"PI587154","W153R","other_non-stiff stalk","non-stiff stalk","ok"
"PI587155","W182BN","other_unclassified","unclassified","ok"
"PI591014","BO385Y","other_unclassified","unclassified","ok"
"PI591022","BO46W","other_unclassified","unclassified","ok"
"PI592733","R228","other_unclassified","unclassified","ok"
"PI592734","R229","other_unclassified","unclassified","ok"
"PI592735","R230","other_unclassified","unclassified","ok"
"PI592741","N801w","other_unclassified","unclassified","ok"
"PI593007","Hi25","other_unclassified","unclassified","ok"
"PI593010","Hi28","other_unclassified","unclassified","ok"
"PI593011","Hi29","other_unclassified","unclassified","ok"
"PI593013","Hi31","other_unclassified","unclassified","ok"
"PI593014","Hi33","other_unclassified","unclassified","ok"
"PI593017","Hi39","other_unclassified","unclassified","ok"
"PI593460","991","other_unclassified","unclassified","ok"
"PI594045","B102","other_non-stiff stalk","non-stiff stalk","ok"
"PI594046","B103","other_non-stiff stalk","non-stiff stalk","ok"
"PI594047","B104","other_stiff stalk","stiff stalk","ok"
"PI594048","B105","other_stiff stalk","stiff stalk","ok"
"PI594049","B106","other_non-stiff stalk","non-stiff stalk","ok"
"PI594050","N501","other_unclassified","unclassified","ok"
"PI594051","N502","other_unclassified","unclassified","ok"
"PI594052","N503","other_unclassified","unclassified","ok"
"PI594053","N504","other_unclassified","unclassified","ok"
"PI594054","N505","other_unclassified","unclassified","ok"
"PI594055","N506","other_unclassified","unclassified","ok"
"PI594056","N507","other_unclassified","unclassified","ok"
"PI594057","N508","other_unclassified","unclassified","ok"
"PI594058","N509","other_unclassified","unclassified","ok"
"PI594059","N510","other_unclassified","unclassified","ok"
"PI594060","N511","other_unclassified","unclassified","ok"
"PI594061","N512","other_unclassified","unclassified","ok"
"PI594062","N513","other_unclassified","unclassified","ok"
"PI594063","N514","other_unclassified","unclassified","ok"
"PI594064","N515","other_unclassified","unclassified","ok"
"PI594065","N516","other_unclassified","unclassified","ok"
"PI594066","N517","other_unclassified","unclassified","ok"
"PI594067","N518","other_unclassified","unclassified","ok"
"PI594068","N519","other_unclassified","unclassified","ok"
"PI594069","N520","other_unclassified","unclassified","ok"
"PI594070","N521","other_unclassified","unclassified","ok"
"PI594071","N523","other_unclassified","unclassified","ok"
"PI594072","N524","other_unclassified","unclassified","ok"
"PI594073","N525","other_unclassified","unclassified","ok"
"PI594074","N526","other_unclassified","unclassified","ok"
"PI594075","N528","other_unclassified","unclassified","ok"
"PI594076","N529","other_unclassified","unclassified","ok"
"PI594077","N530","other_unclassified","unclassified","ok"
"PI594078","N532","other_unclassified","unclassified","ok"
"PI594079","N533","other_unclassified","unclassified","ok"
"PI594080","N534","other_unclassified","unclassified","ok"
"PI594081","N535","other_unclassified","unclassified","ok"
"PI594082","N536","other_unclassified","unclassified","ok"
"PI594083","N537","other_unclassified","unclassified","ok"
"PI594084","N538","other_unclassified","unclassified","ok"
"PI594085","N539","other_unclassified","unclassified","ok"
"PI594086","N540","other_unclassified","unclassified","ok"
"PI594087","N541","other_unclassified","unclassified","ok"
"PI594088","N542","other_unclassified","unclassified","ok"
"PI594089","N543","other_unclassified","unclassified","ok"
"PI594090","N544","other_unclassified","unclassified","ok"
"PI594091","N545","other_unclassified","unclassified","ok"
"PI595366","N209","other_unclassified","unclassified","ok"
"PI595367","N215","other_unclassified","unclassified","ok"
"PI595569","CML 300","other_tropical","tropical","ok"
"PI595616","ZS01250","other_unclassified","unclassified","ok"
"PI596355","N216","other_unclassified","unclassified","ok"
"PI596356","N217","other_unclassified","unclassified","ok"
"PI596357","N218","other_unclassified","unclassified","ok"
"PI596499","OC12","other_unclassified","unclassified","ok"
"PI596500","OC13","other_unclassified","unclassified","ok"
"PI596501","OC14","other_unclassified","unclassified","ok"
"PI596502","OC15","other_unclassified","unclassified","ok"
"PI596503","OC16","other_unclassified","unclassified","ok"
"PI596505","OC18","other_unclassified","unclassified","ok"
"PI596627","Mp710","other_unclassified","unclassified","ok"
"PI596629","Mp712","other_unclassified","unclassified","ok"
"PI597578","N546","other_unclassified","unclassified","ok"
"PI597925","B107","other_non-stiff stalk","non-stiff stalk","ok"
"PI597926","B108","other_non-stiff stalk","non-stiff stalk","ok"
"PI597927","B109","other_stiff stalk","stiff stalk","ok"
"PI600729","LP1 NR HT","other_stiff stalk","stiff stalk","ok"
"PI600751","Seagull Seventeen","other_non-stiff stalk","non-stiff stalk","ok"
"PI600772","FR19","other_stiff stalk","stiff stalk","ok"
"PI600791","LH38","other_non-stiff stalk","non-stiff stalk","ok"
"PI600944","LH39","other_non-stiff stalk","non-stiff stalk","ok"
"PI600954","LH119","other_stiff stalk","stiff stalk","ok"
"PI600955","LH51","other_non-stiff stalk","non-stiff stalk","ok"
"PI600956","MDF-13D","other_non-stiff stalk","non-stiff stalk","ok"
"PI600957","LH74","other_stiff stalk","stiff stalk","ok"
"PI600958","FAPW","other_stiff stalk","stiff stalk","ok"
"PI600959","LH145","other_stiff stalk","stiff stalk","ok"
"PI600981","PHG39","other_unclassified","unclassified","ok"
"PI601004","LH132","other_stiff stalk","stiff stalk","ok"
"PI601005","207","other_non-stiff stalk","non-stiff stalk","ok"
"PI601006","PHG50","other_non-stiff stalk","non-stiff stalk","ok"
"PI601007","BO9","other_unclassified","unclassified","ok"
"PI601008","PHG35","other_non-stiff stalk","non-stiff stalk","ok"
"PI601009","PHB47","other_stiff stalk","stiff stalk","ok"
"PI601026","F42","other_stiff stalk","stiff stalk","ok"
"PI601037","G80","other_stiff stalk","stiff stalk","ok"
"PI601079","LH123HT","other_non-stiff stalk","non-stiff stalk","ok"
"PI601080","CR1HT","other_unclassified","unclassified","ok"
"PI601150","PHG71","other_stiff stalk","stiff stalk","ok"
"PI601159","6103","other_unclassified","unclassified","ok"
"PI601170","LH82","other_non-stiff stalk","non-stiff stalk","ok"
"PI601171","LH93","other_unclassified","unclassified","ok"
"PI601172","HBA1","other_unclassified","unclassified","ok"
"PI601190","Q381","other_stiff stalk","stiff stalk","ok"
"PI601191","DJ7","other_stiff stalk","stiff stalk","ok"
"PI601208","IB014","other_non-stiff stalk","non-stiff stalk","ok"
"PI601209","MBNA","other_non-stiff stalk","non-stiff stalk","ok"
"PI601210","78004","other_stiff stalk","stiff stalk","ok"
"PI601211","78010","other_unclassified","unclassified","ok"
"PI601229","PHG83","other_non-stiff stalk","non-stiff stalk","ok"
"PI601269","5707","other_non-stiff stalk","non-stiff stalk","ok"
"PI601270","PHG29","other_non-stiff stalk","non-stiff stalk","ok"
"PI601300","4676A","other_stiff stalk","stiff stalk","ok"
"PI601301","78002A","other_stiff stalk","stiff stalk","ok"
"PI601316","LH54","other_non-stiff stalk","non-stiff stalk","ok"
"PI601317","LH57","other_non-stiff stalk","non-stiff stalk","ok"
"PI601318","PHG47","other_non-stiff stalk","non-stiff stalk","ok"
"PI601319","PHG72","other_non-stiff stalk","non-stiff stalk","ok"
"PI601320","PHG84","other_non-stiff stalk","non-stiff stalk","ok"
"PI601321","PHJ40","other_unclassified","unclassified","ok"
"PI601322","PHZ51","other_non-stiff stalk","non-stiff stalk","ok"
"PI601329","SX-6-10 (Tetraploid)","other_unclassified","unclassified","ok"
"PI601331","SX-6-3 (Tetraploid)","other_unclassified","unclassified","ok"
"PI601332","SX-6-7 (Tetraploid)","other_unclassified","unclassified","ok"
"PI601360","LH52","other_non-stiff stalk","non-stiff stalk","ok"
"PI601361","PHR36","other_non-stiff stalk","non-stiff stalk","ok"
"PI601362","PHW17","other_stiff stalk","stiff stalk","ok"
"PI601374","764","other_unclassified","unclassified","ok"
"PI601375","778","other_unclassified","unclassified","ok"
"PI601376","779","other_unclassified","unclassified","ok"
"PI601377","794","other_unclassified","unclassified","ok"
"PI601378","LP5","other_stiff stalk","stiff stalk","ok"
"PI601402","LH146Ht","other_stiff stalk","stiff stalk","ok"
"PI601403","LH156","other_non-stiff stalk","non-stiff stalk","ok"
"PI601404","LH60","other_unclassified","unclassified","ok"
"PI601405","LH85","other_non-stiff stalk","non-stiff stalk","ok"
"PI601416","LH61","other_unclassified","unclassified","ok"
"PI601417","NS701","other_stiff stalk","stiff stalk","ok"
"PI601430","807","other_unclassified","unclassified","ok"
"PI601438","78371A","other_non-stiff stalk","non-stiff stalk","ok"
"PI601439","FBHJ","other_stiff stalk","stiff stalk","ok"
"PI601440","MBPM","other_non-stiff stalk","non-stiff stalk","ok"
"PI601441","PB80","other_stiff stalk","stiff stalk","ok"
"PI601442","PHG86","other_stiff stalk","stiff stalk","ok"
"PI601457","IB02","other_non-stiff stalk","non-stiff stalk","ok"
"PI601458","IBB15","other_unclassified","unclassified","ok"
"PI601459","IBC2","other_non-stiff stalk","non-stiff stalk","ok"
"PI601466","LH59","other_non-stiff stalk","non-stiff stalk","ok"
"PI601467","PHK05","other_unclassified","unclassified","ok"
"PI601468","PHK29","other_stiff stalk","stiff stalk","ok"
"PI601469","PHR25","other_unclassified","unclassified","ok"
"PI601470","PHV78","other_non-stiff stalk","non-stiff stalk","ok"
"PI601489","740","other_unclassified","unclassified","ok"
"PI601490","787","other_unclassified","unclassified","ok"
"PI601491","790","other_unclassified","unclassified","ok"
"PI601492","793","other_unclassified","unclassified","ok"
"PI601493","LH149","other_stiff stalk","stiff stalk","ok"
"PI601494","LH65","other_non-stiff stalk","non-stiff stalk","ok"
"PI601495","PHK42","other_non-stiff stalk","non-stiff stalk","ok"
"PI601496","PHK76","other_non-stiff stalk","non-stiff stalk","ok"
"PI601497","PHN11","other_non-stiff stalk","non-stiff stalk","ok"
"PI601498","PHT55","other_stiff stalk","stiff stalk","ok"
"PI601499","PHT77","other_non-stiff stalk","non-stiff stalk","ok"
"PI601500","PHV63","other_non-stiff stalk","non-stiff stalk","ok"
"PI601501","PHW65","other_non-stiff stalk","non-stiff stalk","ok"
"PI601502","W8304","other_unclassified","unclassified","ok"
"PI601558","11430","other_unclassified","unclassified","ok"
"PI601559","2369","other_unclassified","unclassified","ok"
"PI601560","2MA22","other_non-stiff stalk","non-stiff stalk","ok"
"PI601561","6M502","other_non-stiff stalk","non-stiff stalk","ok"
"PI601562","78551S","other_non-stiff stalk","non-stiff stalk","ok"
"PI601563","87916W","other_stiff stalk","stiff stalk","ok"
"PI601564","HB8229","other_stiff stalk","stiff stalk","ok"
"PI601565","IBB14","other_stiff stalk","stiff stalk","ok"
"PI601566","MBST","other_non-stiff stalk","non-stiff stalk","ok"
"PI601567","PHH93","other_non-stiff stalk","non-stiff stalk","ok"
"PI601569","PHN47","other_unclassified","unclassified","ok"
"PI601570","PHP02","other_non-stiff stalk","non-stiff stalk","ok"
"PI601571","PHR32","other_unclassified","unclassified","ok"
"PI601572","PHR47","other_stiff stalk","stiff stalk","ok"
"PI601573","PHT10","other_stiff stalk","stiff stalk","ok"
"PI601574","PHT60","other_non-stiff stalk","non-stiff stalk","ok"
"PI601575","PHW52","other_stiff stalk","stiff stalk","ok"
"PI601576","PHW79","other_non-stiff stalk","non-stiff stalk","ok"
"PI601583","NS501","other_stiff stalk","stiff stalk","ok"
"PI601584","OQ603","other_unclassified","unclassified","ok"
"PI601610","H8431","other_stiff stalk","stiff stalk","ok"
"PI601611","S8324","other_unclassified","unclassified","ok"
"PI601612","S8326","other_unclassified","unclassified","ok"
"PI601658","1538","other_unclassified","unclassified","ok"
"PI601683","CR14","other_unclassified","unclassified","ok"
"PI601684","WIL900","other_unclassified","unclassified","ok"
"PI601685","WIL901","other_non-stiff stalk","non-stiff stalk","ok"
"PI601686","WIL903","other_non-stiff stalk","non-stiff stalk","ok"
"PI601724","E8501","other_unclassified","unclassified","ok"
"PI601725","J8606","other_unclassified","unclassified","ok"
"PI601726","L 127","other_non-stiff stalk","non-stiff stalk","ok"
"PI601727","L 135","other_non-stiff stalk","non-stiff stalk","ok"
"PI601728","L 139","other_non-stiff stalk","non-stiff stalk","ok"
"PI601729","W8555","other_unclassified","unclassified","ok"
"PI601745","4N506","other_stiff stalk","stiff stalk","ok"
"PI601773","PHJ31","other_unclassified","unclassified","ok"
"PI601774","PHJ33","other_non-stiff stalk","non-stiff stalk","ok"
"PI601775","PHJ70","other_stiff stalk","stiff stalk","ok"
"PI601776","PHJ75","other_unclassified","unclassified","ok"
"PI601777","PHK35","other_unclassified","unclassified","ok"
"PI601778","PHM10","other_stiff stalk","stiff stalk","ok"
"PI601779","PHM57","other_unclassified","unclassified","ok"
"PI601780","PHN29","other_stiff stalk","stiff stalk","ok"
"PI601781","PHN37","other_unclassified","unclassified","ok"
"PI601782","PHN73","other_non-stiff stalk","non-stiff stalk","ok"
"PI601783","PHN82","other_non-stiff stalk","non-stiff stalk","ok"
"PI601784","PHP55","other_stiff stalk","stiff stalk","ok"
"PI601785","PHP60","other_unclassified","unclassified","ok"
"PI601786","PHR62","other_non-stiff stalk","non-stiff stalk","ok"
"PI601787","PHR63","other_unclassified","unclassified","ok"
"PI601788","PHT22","other_non-stiff stalk","non-stiff stalk","ok"
"PI601789","PHV37","other_stiff stalk","stiff stalk","ok"
"PI601790","PHW03","other_stiff stalk","stiff stalk","ok"
"PI601791","PHW20","other_non-stiff stalk","non-stiff stalk","ok"
"PI601792","PHW43","other_non-stiff stalk","non-stiff stalk","ok"
"PI601808","2FACC","other_stiff stalk","stiff stalk","ok"
"PI603939","B42","other_non-stiff stalk","non-stiff stalk","ok"
"PI604605","N522","other_unclassified","unclassified","ok"
"PI604606","N527","other_unclassified","unclassified","ok"
"PI606329","DE1","other_unclassified","unclassified","ok"
"PI606330","DE2","other_non-stiff stalk","non-stiff stalk","ok"
"PI606768","SD40","other_unclassified","unclassified","ok"
"PI606769","SD41","other_unclassified","unclassified","ok"
"PI607512","N7A","other_stiff stalk","stiff stalk","ok"
"PI607519","ND240","other_unclassified","unclassified","ok"
"PI607521","A661","other_unclassified","unclassified","ok"
"PI607522","A662","other_unclassified","unclassified","ok"
"PI607523","A663","other_unclassified","unclassified","ok"
"PI607524","A664","other_unclassified","unclassified","ok"
