"ID_cleanformat","ID","Pedigree","Comments_isu_gb","Comments_note"
"pi641072","PI 641072","TZEI 12","other","ok"
"pi641226","PI 641226","Hi44","other","ok"
"pi641229","PI 641229","Hi47","other","ok"
"pi641238","PI 641238","Hi56","other","ok"
"pi641242","PI 641242","Hi60","other","ok"
"pi641243","PI 641243","Hi61","other","ok"
"pi641249","PI 641249","Hi67","other","ok"
"pi641253","PI 641253","TZEEI 3","other","ok"
"pi641254","PI 641254","TZEEI 4","other","ok"
"pi641256","PI 641256","TZEEI 6","other","ok"
"pi644100","PI 644100","Florida 32","sweet corn","ok"
"pi644101","PI 644101","LH1","other","ok"
"pi644102","PI 644102","P737M20","sweet corn","ok"
"pi648423","PI 648423","58611 Inbred A632","other","ok"
"pi648424","PI 648424","58609 A632 (Meth) Bc5S4","other","ok"
"pi648425","PI 648425","58610 A632 (Meth) Bc5S4","other","ok"
"pi648426","PI 648426","58612 Inbred B73","other","ok"
"pi648427","PI 648427","58613 B73 (Meth) Bc5S4","other","ok"
"pi648428","PI 648428","58614 B73 (Meth) Bc5S4","other","ok"
"pi648429","PI 648429","58615 B73 (Meth) Bc5S4","other","ok"
"pi648430","PI 648430","58801 Inbred Mo17","other","ok"
"pi648432","PI 648432","58803 Mo17 (Meth) BcS3","other","ok"
"pi654048","PI 654048","TZAR101","other","ok"
"ames28976","Ames 28976","AD 139 DS??","popcorn","ok"
"ames28983","Ames 28983","AD 187-2","popcorn","ok"
"ames28993","Ames 28993","AD 363-2","popcorn","ok"
"ames28997","Ames 28997","AD 347 DS-2","popcorn","ok"
"ames29000","Ames 29000","AD 440 DS-2","popcorn","ok"
"ames29004","Ames 29004","AD SA4","popcorn","ok"
"ames29023","Ames 29023","AD Sg1501-1","popcorn","ok"
"ames29024","Ames 29024","AD Sg1501-2","popcorn","ok"
"ames29025","Ames 29025","AD Sg1501-3","popcorn","ok"
"ames29026","Ames 29026","AD Sg1501-4","popcorn","ok"
"ames29027","Ames 29027","AD Sg1501-5","popcorn","ok"
"ames29028","Ames 29028","AD Sg1501-6","popcorn","ok"
"pi340841","PI 340841","B-15 DENT STERILE","popcorn","ok"
"pi340844","PI 340844","R-15 DENT STERILE","popcorn","ok"
"pi340853","PI 340853","R-17 INBR.FR.SUPERGOLD","popcorn","ok"
"pi340854","PI 340854","RB-17 INBR.FR.SUPERGOLD","popcorn","ok"
"pi340856","PI 340856","R-18 INBR.FR.SUPERGOLD","popcorn","ok"
"pi340869","PI 340869","R-PAH-1 IN.FR.TOM-THUMB","popcorn","ok"
"pi340870","PI 340870","R-PAH-2","popcorn","ok"
"pi340872","PI 340872","R-PAH-1","popcorn","ok"
"pi340873","PI 340873","R-RAH-2 IN.FR.TOM-THUMB","popcorn","ok"
"pi542715","PI 542715","NP86","popcorn","ok"
"pi542716","PI 542716","NP87","popcorn","ok"
"pi596506","PI 596506","OC19","popcorn_unclassified","in_question_NPGS_SEMIFLINT"
"ames22063","Ames 22063","W 6720-2","sweet corn","ok"
"ames23506","Ames 23506","C38","sweet corn","ok"
"ames26760","Ames 26760","A632 +/sh2","sweet corn","ok"
"ames26761","Ames 26761","A632 sh2/sh2","sweet corn","ok"
"ames26762","Ames 26762","A632 su/su","sweet corn","ok"
"ames26763","Ames 26763","B84 +/su","sweet corn","ok"
"ames26764","Ames 26764","Mo17 +/su","sweet corn","ok"
"ames26765","Ames 26765","Oh43 (su)","sweet corn","ok"
"ames26766","Ames 26766","Oh43 sh2","sweet corn","ok"
"nsl8585","NSL 8585","P39","sweet corn","ok"
"pi506411","PI 506411","M6411","sweet corn","ok"
"pi506412","PI 506412","M6415","sweet corn","ok"
"pi587133","PI 587133","P39","sweet corn","ok"
"pi340876","PI 340876","IA DS 53","popcorn or sweet corn_unclassified","in_question_NPGS_unknown"
