"Plate.Number","Envelope","PedId","RecId","Source","Gen","Pedigree","ID","Year","Tier","Plot","Range","Pass","New_Block_Pass","New_Block_Range","Comments","Event.Name","Seed.Packaged.","Grind.Tube","Position.in.plate","HPLC.Datafile","d.Tocotrienol","g.Tocotrienol","a.Tocotrienol","d.Tocopherol","g.Tocopherol","a.Tocopherol","Total.Tocotrienols","Total.Tocopherols","Total.Tocochromanols"
"Ames17-Toc-04H","Ames17-EN-1792",3880187,3879297,"17SJMY:1792",1266,"HB8229","PI 601564",2017,3,1792,12,76,4,4,"0","0","Yes","Ames17-GT-0833","G02","Ames17-CT-04H_HB8229_Ames17-EN-1792_78.lcd",1.002034553,3.91554858,6.618983108,0.635846345,26.29161032,7.045750596,11.53656624,33.97320726,45.5097735
"Ames17-Toc-04H","Ames17-EN-1809",3880502,3879327,"17SJMY:1809",1255,"B95","PI 561565",2017,3,1809,13,76,4,4,"0","0","Yes","Ames17-GT-0928","D12","Ames17-CT-04H_B95_Ames17-EN-1809_47.lcd",0.913165425,14.43962847,4.427391279,1.037010174,45.04820662,0.380947288,19.78018518,46.46616408,66.24634926
"Ames17-Toc-16H","Ames17-EN-1872",3880565,3879390,"17SJMY:1872",1154,"CI 30","Ames 26124",2017,3,1872,14,76,4,5,"0","0","Yes","Ames17-GT-0110","F02","Ames17-CT-16H_Ames17-EN-1872_CI 30_78.lcd",7.233227252,50.53514981,10.02278814,2.020735496,67.24435998,7.280428401,67.7911652,76.54552388,144.3366891
"Ames17-Toc-11H","Ames17-EN-1889",3880711,3880312,"17SJMY:1889",1069,"CI 82A","CIze 82",2017,3,1889,15,76,4,5,"0","0","Yes","Ames17-GT-1743","F11","Ames17-CT-11H_Ames17-EN-1889_CI 82A_87.lcd",0.684598079,17.11856688,7.868365382,0.381103852,37.02768038,7.450890618,25.67153034,44.85967485,70.53120519
"Ames17-Toc-15H","Ames17-EN-1952",3880773,3880374,"17SJMY:1952",1354,"NP86","PI 542715",2017,3,1952,16,76,4,5,"popcorn","0","Yes","Ames17-GT-0233","D12","Ames17-CT-15H_Ames17-EN-1952_NP86_61.lcd",0.176082482,9.72470766,5.041839865,3.134410211,48.31271273,3.134651006,14.94263001,54.58177395,69.52440395
"Ames17-Toc-15H","Ames17-EN-1969",3880790,3880391,"17SJMY:1969",1645,"TZEI 10","PI 641070",2017,3,1969,17,76,4,6,"0","0","Yes","Ames17-GT-0170","D09","Ames17-CT-15H_Ames17-EN-1969_TZEI 10_58.lcd",0.903475963,15.86011168,6.420496551,0.988938098,20.6959749,5.44250254,23.1840842,27.12741554,50.31149973
"Ames17-Toc-17H","Ames17-EN-2049",3881066,3880867,"17SJMY:2049",1247,"NP87","PI 542716",2017,3,2049,19,76,4,6,"popcorn","0","Yes","Ames17-GT-0013","C12","Ames17-CT-17H_Ames17-EN-2049_NP87_48.lcd",0.130646965,5.420051732,6.001903236,2.411496048,58.3210622,2.557324992,11.55260193,63.28988324,74.84248517
"Ames17-Toc-02H","Ames17-EN-1392",3879794,3875678,"17SJMY:1392",841,"MS4","Ames 24705",2017,3,1392,2,76,4,1,"0","0","Yes","Ames17-GT-1139","G02","Ames17-02H_Ames17-EN-1392_MS4_92.lcd",0.492530287,8.596245288,10.71577383,2.099559286,38.40309029,4.741644784,19.80454941,45.24429436,65.04884377
"Ames17-Toc-02H","Ames17-EN-1409",3879811,3875692,"17SJMY:1409",565,"T141","PI 340827",2017,3,1409,3,76,4,1,"0","0","Yes","Ames17-GT-1518","G09","Ames17-02H_Ames17-EN-1409_T141_99.lcd",0.130884683,1.18386147,5.069422536,3.209624721,44.7199844,2.564444919,6.384168689,50.49405404,56.87822273
"Ames17_Toc-01H","Ames17-EN-1472",3879870,3876088,"17SJMY:1472",747,"78371A","PI 601438",2017,3,1472,4,76,4,1,"0","0","Yes","Ames17-GT-1524","D04","Ames17-01H_Ames17-EN-1472_78371A_53.lcd",0.824085911,18.28074827,6.56491301,1.457973249,84.65641087,8.046733342,25.66974719,94.16111746,119.8308647
"Ames17-Toc-02H","Ames17-EN-1489",3879887,3879003,"17SJMY:1489",1186,"H41","Ames 26783",2017,3,1489,5,76,4,2,"0","0","Yes","Ames17-GT-1065","C01","Ames17-02H_Ames17-EN-1489_H41_37.lcd",0.454631551,5.700364418,5.823365735,0.618499067,23.33486151,3.103873849,11.9783617,27.05723442,39.03559613
"Ames17-Toc-05H","Ames17-EN-1552",3879950,3879061,"17SJMY:1552",1501,"INBRED A-243-1","PI 186193",2017,3,1552,6,76,4,2,"0","0","Yes","Ames17-GT-1603","F03","Ames17-CT-05H_Ames17-EN-1552_INBRED A-243-1_79.lcd",1.132735854,25.85150384,7.064905725,1.702483793,38.23887601,2.227481317,34.04914542,42.16884112,76.21798654
"Ames17-Toc-05H","Ames17-EN-1569",3879967,3879077,"17SJMY:1569",1362,"PHP85","PI 559944",2017,3,1569,7,76,4,2,"0","0","Yes","Ames17-GT-1135","G06","Ames17-CT-05H_Ames17-EN-1569_PHP85_5.lcd",0.647570805,20.21775302,9.238124172,1.500272926,48.87745995,8.915031835,30.10344799,59.29276471,89.39621271
"Ames17-Toc-12H","Ames17-EN-1632",3880029,3879139,"17SJMY:1632",1384,"PHW43","PI 601792",2017,3,1632,8,76,4,3,"0","0","Yes","Ames17-GT-0567","C12","Ames17-CT-12H_Ames17-EN-1632_PHW43_48.lcd",0.166333376,3.249503189,10.14050139,1.018978343,56.94593299,7.256167011,13.55633795,65.22107835,78.7774163
"Ames17-Toc-12H","Ames17-EN-1649",3880046,3879156,"17SJMY:1649",4,"SA24","Ames 27188",2017,3,1649,9,76,4,3,"popcorn","0","Yes","Ames17-GT-0496","C08","Ames17-CT-12H_Ames17-EN-1649_SA24_44.lcd",0.172370175,7.817593273,4.789194593,3.053585531,43.52889857,2.544154568,12.77915804,49.12663867,61.90579671
"Ames17-Toc-13H","Ames17-EN-1713",3880109,3879219,"17SJMY:1713",1403,"INB 101LFY/LFY (A632 X M16 S5)","NSL 174429",2017,3,1713,10,77,5,3,"0","0","Yes","Ames17-GT-1371","E03","Ames17-CT-13H_Ames17-EN-1713_INB 101LFY$LFY (A632 X M16 S5)_66.lcd",0.117821777,4.445540939,9.301046908,0.675692064,31.33180139,16.00332732,13.86440962,48.01082077,61.8752304
"Ames17-Toc-13H","Ames17-EN-1728",3880123,3879233,"17SJMY:1728",1136,"LH215","PI 552815",2017,3,1728,11,77,5,4,"0","0","Yes","Ames17-GT-1794","E08","Ames17-CT-13H_Ames17-EN-1728_LH215_71.lcd",1.172307229,15.77398567,11.49025422,1.932614063,36.51538058,8.924566133,28.43654713,47.37256078,75.8091079
"Ames17-Toc-04H","Ames17-EN-1808",3880501,3879326,"17SJMY:1808",1335,"Oh599","PI 572413",2017,3,1808,13,77,5,4,"0","0","Yes","Ames17-GT-0917","B03","Ames17-CT-04H_Oh599_Ames17-EN-1808_11.lcd",0.857403977,7.717927729,6.760619003,0.071659155,9.592947716,0.298498512,15.33595071,9.963105383,25.29905609
"Ames17-Toc-16H","Ames17-EN-1873",3880566,3879391,"17SJMY:1873",877,"CI 75","Ames 26134",2017,3,1873,14,77,5,5,"0","0","Yes","Ames17-GT-0191","D03","Ames17-CT-16H_Ames17-EN-1873_CI 75_52.lcd",0.28188091,7.41412512,2.888439772,0.991718018,33.69016528,3.75458332,10.5844458,38.43646662,49.02091242
"Ames17-Toc-12H","Ames17-EN-1888",3880710,3880311,"17SJMY:1888",1627,"K11","NSL 22631",2017,3,1888,15,77,5,5,"0","0","Yes","Ames17-GT-1303","A06","Ames17-CT-12H_Ames17-EN-1888_K11_15.lcd",0.091289663,0.675505332,4.583283377,0.784052132,38.18032691,15.04011253,5.350078372,54.00449157,59.35456994
"Ames17-Toc-15H","Ames17-EN-1968",3880789,3880390,"17SJMY:1968",862,"52220","Ames 2336",2017,3,1968,17,77,5,6,"0","0","Yes","Ames17-GT-0387","D08","Ames17-CT-15H_Ames17-EN-1968_52220_57.lcd",1.304199393,20.52429968,13.68843189,2.319021433,20.65915,8.570709247,35.51693097,31.54888068,67.06581165
"Ames17-Toc-17H","Ames17-EN-2033",3881050,3880851,"17SJMY:2033",972,"R004","NSL 30866",2017,3,2033,18,77,5,6,"0","0","Yes","Ames17-GT-0129","E01","Ames17-CT-17H_Ames17-EN-2033_R004_64.lcd",1.2942723,9.653829433,2.160443562,3.268531159,14.62523392,0.169219657,13.1085453,18.06298473,31.17153003
"Ames17-Toc-17H","Ames17-EN-2048",3881065,3880866,"17SJMY:2048",1517,"Va4","PI 542955",2017,3,2048,19,77,5,6,"0","0","Yes","Ames17-GT-0148","B12","Ames17-CT-17H_Ames17-EN-2048_Va4_34.lcd",0.433248685,15.62650459,9.25993814,1.485488533,62.51942673,4.204613422,25.31969142,68.20952868,93.5292201
"Ames17-Toc-02H","Ames17-EN-1393",3879795,3876037,"17SJMY:1393",842,"MS67","Ames 24710",2017,3,1393,2,77,5,1,"0","0","Yes","Ames17-GT-1039","F11","Ames17-02H_Ames17-EN-1393_MS67_87.lcd",2.054760605,14.02655336,6.462869396,2.936225776,54.51964643,2.555041172,22.54418336,60.01091338,82.55509674
"Ames17-Toc-02H","Ames17-EN-1408",3879810,3875691,"17SJMY:1408",510,"BR-1-1","PI 340835",2017,3,1408,3,77,5,1,"popcorn","0","Yes","Ames17-GT-0968","F02","Ames17-02H_Ames17-EN-1408_BR-1-1_78.lcd",0.076989366,1.41882779,3.593463391,2.568275947,23.80441656,5.701933574,5.089280548,32.07462608,37.16390663
"Ames17_Toc-01H","Ames17-EN-1473",3879871,3876089,"17SJMY:1473",925,"PHG86","PI 601442",2017,3,1473,4,77,5,1,"0","0","Yes","Ames17-GT-1878","D10","Ames17-01H_Ames17-EN-1473_PHG86_59.lcd",1.41643111,42.06876323,13.03279542,2.060426855,53.17411557,7.152209026,56.51798977,62.38675145,118.9047412
"Ames17_Toc-01H","Ames17-EN-1488",3879886,3879002,"17SJMY:1488",984,"H45","Ames 26785",2017,3,1488,5,77,5,2,"0","0","Yes","Ames17-GT-0945","C12","Ames17-01H_Ames17-EN-1488_H45_48.lcd",0.552334499,19.58107306,7.600624985,0.832230674,50.09235631,0.542005757,27.73403254,51.46659274,79.20062528
"Ames17-Toc-05H","Ames17-EN-1553",3879951,3879062,"17SJMY:1553",1312,"INBRED 34-1141","PI 186218",2017,3,1553,6,77,5,2,"0","0","Yes","Ames17-GT-1445","F07","Ames17-CT-05H_Ames17-EN-1553_INBRED 34-1141_83.lcd",0.642502208,18.32804582,3.032915402,1.587511596,51.91041057,1.113217514,22.00346343,54.61113968,76.61460311
"Ames17-Toc-05H","Ames17-EN-1568",3879966,3879076,"17SJMY:1568",1363,"PHPR5","PI 559945",2017,3,1568,7,77,5,2,"0","0","Yes","Ames17-GT-1507","E10","Ames17-CT-05H_Ames17-EN-1568_PHPR5_73.lcd",0.398901639,8.583611431,8.305533802,1.130284675,41.77444371,12.37390496,17.28804687,55.27863334,72.56668021
"Ames17-Toc-11H","Ames17-EN-1633",3880030,3879140,"17SJMY:1633",827,"SD40","PI 606768",2017,3,1633,8,77,5,3,"0","0","Yes","Ames17-GT-1155","B06","Ames17-CT-11H_Ames17-EN-1633_SD40_28.lcd",0.370999957,21.83406849,8.188385062,1.896929703,69.25675427,0.882229908,30.39345351,72.03591388,102.4293674
"Ames17-Toc-12H","Ames17-EN-1648",3880045,3879155,"17SJMY:1648",1473,"Il779a","Ames 27447",2017,3,1648,9,77,5,3,"sweet corn","0","Yes","Ames17-GT-0500","C02","Ames17-CT-12H_Ames17-EN-1648_Il779a_38.lcd",0.733333931,14.17823845,5.480858035,10.86999136,112.7123716,3.735130935,20.39243041,127.3174939,147.7099243
"Ames17-Toc-13H","Ames17-EN-1714",3880110,3879220,"17SJMY:1714",494,"792","NSL 243016",2017,3,1714,10,78,5,3,"0","0","Yes","Ames17-GT-1793","C12","Ames17-CT-13H_Ames17-EN-1714_792_48.lcd",0.252861703,9.086231257,12.34172424,0.635598024,24.69892155,11.92439798,21.6808172,37.25891755,58.93973475
"Ames17-Toc-13H","Ames17-EN-1727",3880122,3879232,"17SJMY:1727",1110,"LH214","PI 555660",2017,3,1727,11,78,5,4,"0","0","Yes","Ames17-GT-1212","D04","Ames17-CT-13H_Ames17-EN-1727_LH214_53.lcd",0.430935333,14.9273576,10.36788753,0.734553715,25.37848057,7.658735037,25.72618047,33.77176932,59.49794979
"Ames17-Toc-04H","Ames17-EN-1794",3880188,3879298,"17SJMY:1794",855,"PHJ33","PI 601774",2017,3,1794,12,78,5,4,"0","0","Yes","Ames17-GT-1881","H06","Ames17-CT-04H_PHJ33_Ames17-EN-1794_95.lcd",0.205794144,9.07416445,5.662683329,0.212534401,31.52268181,9.653425591,14.94264192,41.3886418,56.33128372
"Ames17-Toc-04H","Ames17-EN-1807",3880300,3879325,"17SJMY:1807",1533,"Sg 1533","PI 587132",2017,3,1807,13,78,5,4,"popcorn","0","Yes","Ames17-GT-1082","E06","Ames17-CT-04H_Sg 1533_Ames17-EN-1807_55.lcd",0.708944986,10.40077491,5.677703447,1.767059401,27.26105081,0.79175746,16.78742334,29.81986767,46.60729101
"Ames17-Toc-16H","Ames17-EN-1874",3880567,3879392,"17SJMY:1874",1463,"WX187-2","Ames 26741",2017,3,1874,14,78,5,5,"0","0","Yes","Ames17-GT-0055","E07","Ames17-CT-16H_Ames17-EN-1874_WX187-2_70.lcd",0.145912488,12.73069014,4.299010461,1.118574253,80.68684054,1.059171822,17.17561309,82.86458662,100.0401997
"Ames17-Toc-11H","Ames17-EN-1887",3880709,3880310,"17SJMY:1887",1424,"J47","NSL 22984",2017,3,1887,15,78,5,5,"0","0","Yes","Ames17-GT-1520","G02","Ames17-CT-11H_Ames17-EN-1887_J47_92.lcd",0.233207181,13.7340616,13.1142551,0.088136192,9.284015933,20.82931682,27.08152388,30.20146895,57.28299283
"Ames17-Toc-15H","Ames17-EN-1954",3880775,3880376,"17SJMY:1954",1462,"B64","PI 550440",2017,3,1954,16,78,5,5,"0","0","Yes","Ames17-GT-0701","F03","Ames17-CT-15H_Ames17-EN-1954_B64_79.lcd",0.275649266,10.67908535,7.03725531,1.001145945,33.79930074,6.707775891,17.99198993,41.50822258,59.5002125
"Ames17-Toc-15H","Ames17-EN-1967",3880788,3880389,"17SJMY:1967",1575,"NC230","Ames 12731",2017,3,1967,17,78,5,6,"0","0","Yes","Ames17-GT-0342","B10","Ames17-CT-15H_Ames17-EN-1967_NC230_32.lcd",0.69053135,17.53738128,6.398701752,3.886552597,54.09807839,3.73288006,24.62661438,61.71751105,86.34412543
"Ames17-Toc-17H","Ames17-EN-2034",3881051,3880852,"17SJMY:2034",1003,"R30","NSL 30868",2017,3,2034,18,78,5,6,"0","0","Yes","Ames17-GT-0768","B07","Ames17-CT-17H_Ames17-EN-2034_R30_29.lcd",0.545844619,7.918026173,33.82854047,2.175837917,52.35330152,27.92956023,42.29241127,82.45869967,124.7511109
"Ames17-Toc-17H","Ames17-EN-2047",3881064,3880865,"17SJMY:2047",1461,"Va6","PI 542957",2017,3,2047,19,78,5,6,"0","0","Yes","Ames17-GT-0275","E08","Ames17-CT-17H_Ames17-EN-2047_Va6_71.lcd",0.299871859,14.91284592,14.30069459,0.785579832,49.17543681,9.912429079,29.51341237,59.87344572,89.38685809
"Ames17-Toc-02H","Ames17-EN-1394",3879796,3875679,"17SJMY:1394",373,"MS71","Ames 24712",2017,3,1394,2,78,5,1,"0","0","Yes","Ames17-GT-0972","F12","Ames17-02H_Ames17-EN-1394_MS71_88.lcd",0.327048783,9.29541852,11.62482256,0.907497948,47.24134264,9.853806432,21.24728986,58.00264702,79.24993688
"Ames17-Toc-02H","Ames17-EN-1407",3879809,3876039,"17SJMY:1407",511,"BR-15 DENT STERILE","PI 340845",2017,3,1407,3,78,5,1,"popcorn","0","Yes","Ames17-GT-0961","G07","Ames17-02H_Ames17-EN-1407_BR-15 DENT STERILE_97.lcd",0.177388794,8.7886955,5.751441064,0.981945126,25.66368288,3.090723336,14.71752536,29.73635134,44.4538767
"Ames17_Toc-01H","Ames17-EN-1474",3879872,3876090,"17SJMY:1474",926,"LH59","PI 601466",2017,3,1474,4,78,5,1,"0","0","Yes","Ames17-GT-1052","A08","Ames17-01H_Ames17-EN-1474_LH59_17.lcd",0.551346142,7.907320146,9.214511508,1.139964958,63.88621534,10.94010716,17.6731778,75.96628745,93.63946525
"Ames17_Toc-01H","Ames17-EN-1487",3879885,3879001,"17SJMY:1487",1295,"H46","Ames 26786",2017,3,1487,5,78,5,2,"0","0","Yes","Ames17-GT-1528","B05","Ames17-01H_Ames17-EN-1487_H46_27.lcd",0.850530788,15.2711538,7.515703393,1.833765776,60.35188112,0.379957456,23.63738798,62.56560435,86.20299232
"Ames17-Toc-05H","Ames17-EN-1554",3879952,3879063,"17SJMY:1554",808,"NY 166 (Neveh Yaar)","PI 200184",2017,3,1554,6,78,5,2,"0","0","Yes","Ames17-GT-1098","H01","Ames17-CT-05H_Ames17-EN-1554_NY 166 (Neveh Yaar)_13.lcd",0.740080687,22.76452606,6.953578193,3.705891665,70.76342495,2.583689301,30.45818494,77.05300592,107.5111909
"Ames17-Toc-05H","Ames17-EN-1567",3879965,3879075,"17SJMY:1567",1221,"PHWG5","PI 559954",2017,3,1567,7,78,5,2,"0","0","Yes","Ames17-GT-0898","H12","Ames17-CT-05H_Ames17-EN-1567_PHWG5_24.lcd",0.766463837,23.62624418,11.09335333,0.690697892,48.72132266,13.72453513,35.48606135,63.13655568,98.62261703
"Ames17-Toc-11H","Ames17-EN-1634",3880031,3879141,"17SJMY:1634",1031,"B75","PI 608774",2017,3,1634,8,78,5,3,"0","0","Yes","Ames17-GT-1754","E05","Ames17-CT-11H_Ames17-EN-1634_B75_68.lcd",0.154301431,4.554313153,4.472738318,0.785453452,36.59282988,6.401948605,9.181352901,43.78023194,52.96158484
"Ames17-Toc-12H","Ames17-EN-1647",3880044,3879154,"17SJMY:1647",1273,"Mo401","Ames 28360",2017,3,1647,9,78,5,3,"0","0","Yes","Ames17-GT-0469","D08","Ames17-CT-12H_Ames17-EN-1647_Mo401_57.lcd",0.275674153,9.472435724,9.501816709,0.430164426,32.51049453,18.1385759,19.24992659,51.07923486,70.32916144
"Ames17-Toc-13H","Ames17-EN-1715",3880111,3879221,"17SJMY:1715",1683,"AusTRCF 305839","NSL 437913",2017,3,1715,10,79,5,3,"0","0","Yes","Ames17-GT-1321","D10","Ames17-CT-13H_Ames17-EN-1715_AusTRCF 305839_59.lcd",0.699585277,20.73412027,15.36211631,9.679483726,75.37329672,9.560745459,36.79582185,94.61352591,131.4093478
"Ames17-Toc-13H","Ames17-EN-1726",3880121,3879231,"17SJMY:1726",829,"Mo17","PI 558532",2017,3,1726,11,79,5,4,"0","0","Yes","Ames17-GT-1746","E06","Ames17-CT-13H_Ames17-EN-1726_Mo17_69.lcd",0.371920721,7.525367626,8.883884535,1.873444053,64.37466787,19.09496748,16.78117288,85.34307941,102.1242523
"Ames17-Toc-04H","Ames17-EN-1795",3880189,3879299,"17SJMY:1795",1448,"B42","PI 603939",2017,3,1795,12,79,5,4,"0","0","Yes","Ames17-GT-1494","G12","Ames17-CT-04H_B42_Ames17-EN-1795_88.lcd",1.689526488,34.90442158,9.825633328,0.718791772,29.71190825,8.440252512,46.41958139,38.87095253,85.29053392
"Ames17-Toc-04H","Ames17-EN-1806",3880299,3879324,"17SJMY:1806",1717,"R228","PI 592733",2017,3,1806,13,79,5,4,"0","0","Yes","Ames17-GT-0847","B01","Ames17-CT-04H_R228_Ames17-EN-1806_9.lcd",0.150892543,5.007924863,3.887290192,4.080736058,62.99285476,1.767090276,9.046107598,68.84068109,77.88678869
"Ames17-Toc-16H","Ames17-EN-1875",3880568,3879393,"17SJMY:1875",1372,"WX38-11","Ames 26743",2017,3,1875,14,79,5,5,"0","0","Yes","Ames17-GT-0230","B09","Ames17-CT-16H_Ames17-EN-1875_WX38-11_31.lcd",0.086206491,5.08323711,3.272626827,3.492169466,87.39456275,3.065555717,8.442070428,93.95228793,102.3943584
"Ames17-Toc-12H","Ames17-EN-1886",3880708,3880309,"17SJMY:1886",1318,"R220","NSL 29316",2017,3,1886,15,79,5,5,"0","0","Yes","Ames17-GT-1260","A05","Ames17-CT-12H_Ames17-EN-1886_R220_14.lcd",0.102985647,1.706106492,10.41515043,0.913232893,56.07481724,16.97052508,12.22424257,73.95857522,86.18281779
"Ames17-Toc-15H","Ames17-EN-1955",3880776,3880377,"17SJMY:1955",1434,"B68","PI 550465",2017,3,1955,16,79,5,5,"0","0","Yes","Ames17-GT-0137","E07","Ames17-CT-15H_Ames17-EN-1955_B68_70.lcd",0.401290801,20.77226878,10.22790246,0.51712398,33.79518723,9.613387083,31.40146204,43.92569829,75.32716033
"Ames17-Toc-15H","Ames17-EN-1966",3880787,3880388,"17SJMY:1966",1174,"Va22B","Ames 19006",2017,3,1966,17,79,5,6,"0","0","Yes","Ames17-GT-0536","B06","Ames17-CT-15H_Ames17-EN-1966_Va22B_28.lcd",0.220238381,13.6159378,4.52271521,2.212476684,38.54152472,0.793996442,18.35889139,41.54799785,59.90688924
"Ames17-Toc-17H","Ames17-EN-2035",3881052,3880853,"17SJMY:2035",1184,"R061","NSL 30871",2017,3,2035,18,79,5,6,"0","0","Yes","Ames17-GT-0523","C06","Ames17-CT-17H_Ames17-EN-2035_R061_42.lcd",0.313304905,13.81887706,2.306472,2.039554502,51.53125742,0.705918834,16.43865397,54.27673076,70.71538473
"Ames17-Toc-17H","Ames17-EN-2046",3881063,3880864,"17SJMY:2046",1002,"6M502A","PI 546484",2017,3,2046,19,79,5,6,"0","0","Yes","Ames17-GT-0053","C01","Ames17-CT-17H_Ames17-EN-2046_6M502A_37.lcd",0.340399305,3.400883443,14.17835643,0.698479602,41.77589617,8.807289434,17.91963918,51.2816652,69.20130438
"Ames17-Toc-02H","Ames17-EN-1395",3879797,3875680,"17SJMY:1395",777,"MS200","Ames 24737",2017,3,1395,2,79,5,1,"0","0","Yes","Ames17-GT-1657","G01","Ames17-02H_Ames17-EN-1395_MS200_91.lcd",2.290784718,13.20634069,15.29144193,1.295992041,42.33404806,11.8559878,30.78856734,55.4860279,86.27459524
"Ames17-Toc-02H","Ames17-EN-1406",3879808,3875690,"17SJMY:1406",484,"B-18 INBR.FR.SUPERGOLD","PI 340855",2017,3,1406,3,79,5,1,"popcorn","0","Yes","Ames17-GT-1417","H11","Ames17-02H_Ames17-EN-1406_B-18 INBR.FR.SUPERGOLD_114.lcd",0.219675691,5.077007632,7.786768971,1.827071209,37.49742892,3.888668441,13.08345229,43.21316857,56.29662086
"Ames17_Toc-01H","Ames17-EN-1475",3879873,3876091,"17SJMY:1475",205,"2MA22","PI 601560",2017,3,1475,4,79,5,1,"0","0","Yes","Ames17-GT-1490","B09","Ames17-01H_Ames17-EN-1475_2MA22_31.lcd",1.101151468,34.06977917,6.399722076,3.752509893,64.77175473,7.336854541,41.57065271,75.86111916,117.4317719
"Ames17_Toc-01H","Ames17-EN-1486",3879884,3876100,"17SJMY:1486",955,"H71","Ames 26793",2017,3,1486,5,79,5,2,"0","0","Yes","Ames17-GT-0886","D11","Ames17-01H_Ames17-EN-1486_H71_60.lcd",0.601465311,10.58721004,9.988967922,0.464513161,19.0082393,5.135076607,21.17764327,24.60782907,45.78547234
"Ames17-Toc-05H","Ames17-EN-1555",3879953,3879064,"17SJMY:1555",1085,"2 KM 368 INBRED","PI 267166",2017,3,1555,6,79,5,2,"0","0","Yes","Ames17-GT-1423","H10","Ames17-CT-05H_Ames17-EN-1555_2 KM 368 INBRED_22.lcd",0.820268392,16.83161358,8.694827686,2.1825747,49.10005566,2.062622806,26.34670965,53.34525316,79.69196282
"Ames17-Toc-05H","Ames17-EN-1566",3879964,3879074,"17SJMY:1566",1223,"Pa760","PI 560075",2017,3,1566,7,79,5,2,"0","0","Yes","Ames17-GT-0843","G03","Ames17-CT-05H_Ames17-EN-1566_Pa760_2.lcd",0.412949632,7.795752104,12.85909053,0.546925007,23.55173165,11.8155676,21.06779227,35.91422425,56.98201652
"Ames17-Toc-11H","Ames17-EN-1635",3880032,3879142,"17SJMY:1635",1171,"Hi60","PI 641242",2017,3,1635,8,79,5,3,"0","0","Yes","Ames17-GT-1171","F04","Ames17-CT-11H_Ames17-EN-1635_Hi60_80.lcd",0.403928906,9.392942921,9.827938158,1.404199268,50.42741634,14.14372211,19.62480999,65.97533772,85.6001477
"Ames17-Toc-12H","Ames17-EN-1646",3880043,3879153,"17SJMY:1646",761,"Mo402","Ames 28361",2017,3,1646,9,79,5,3,"0","0","Yes","Ames17-GT-0074","E03","Ames17-CT-12H_Ames17-EN-1646_Mo402_66.lcd",1.821336639,14.04184014,10.02995449,0.874612823,61.74625205,0.487819662,25.89313127,63.10868454,89.00181581
"Ames17-Toc-07H","Ames17-EN-0808",3876507,3875322,"17SJMY:0808",238,"A674","Ames 23498",2017,2,808,10,8,1,3,"0","0","Yes","Ames17-GT-1297","E06","Ames17-CT-07H_Ames17-EN-0808_A674_69.lcd",2.541256864,25.47550205,16.22501123,1.513060527,46.72562709,12.95044833,44.24177014,61.18913595,105.4309061
"Ames17-Toc-14H","Ames17-EN-0873",3876570,3875385,"17SJMY:0873",624,"PHG71","PI 601150",2017,2,873,11,8,1,4,"0","0","Yes","Ames17-GT-1482","B02","Ames17-CT-14H_Ames17-EN-0873_PHG71_24.lcd",0.32186147,13.62116563,8.055736604,2.603009131,39.02595925,0.554550965,21.99876371,42.18351935,64.18228305
"Ames17-Toc-17H","Ames17-EN-0888",3876585,3875400,"17SJMY:0888",482,"AD 11 DS","Ames 28990",2017,2,888,12,8,1,4,"popcorn","0","Yes","Ames17-GT-0624","A05","Ames17-CT-17H_Ames17-EN-0888_AD 11 DS_14.lcd",0.127772737,2.762497547,6.880887571,1.062426183,37.91835661,0.791982675,9.771157855,39.77276546,49.54392332
"Ames17-Toc-14H","Ames17-EN-0953",3876648,3875463,"17SJMY:0953",627,"LP5","PI 601378",2017,2,953,13,8,1,4,"0","0","Yes","Ames17-GT-0298","E05","Ames17-CT-14H_Ames17-EN-0953_LP5_68.lcd",0.468939188,13.06703924,18.95025614,3.246652548,36.02409631,8.261718606,32.48623458,47.53246747,80.01870204
"Ames17-Toc-03H","Ames17-EN-1033",3876727,3875542,"17SJMY:1033",659,"R218","NSL 29305",2017,2,1033,15,8,1,5,"0","0","Yes","Ames17-GT-0872","B09","Ames17-03H_Ames17-EN-1033_R218_31.lcd",0.783261977,23.83688271,5.326866164,0.744899587,40.88251761,7.397412001,29.94701085,49.0248292,78.97184005
"Ames17-Toc-03H","Ames17-EN-1048",3876742,3875557,"17SJMY:1048",547,"PHV37","PI 601789",2017,2,1048,16,8,1,5,"0","0","Yes","Ames17-GT-1091","A09","Ames17-03H_Ames17-EN-1048_PHV37_18.lcd",0.164968625,3.568930493,5.08717715,0.627216861,22.27220333,3.48330931,8.821076268,26.3827295,35.20380577
"Ames17-Toc-07H","Ames17-EN-1113",3876806,3875618,"17SJMY:1113",562,"MS80","Ames 24720",2017,2,1113,17,8,1,6,"0","0","Yes","Ames17-GT-0977","H11","Ames17-CT-07H_Ames17-EN-1113_MS80_114.lcd",1.183508563,16.03966206,8.426428929,0.170444297,14.54462001,3.330156242,25.64959955,18.04522055,43.6948201
"Ames17-Toc-04H","Ames17-EN-1128",3876820,3875879,"17SJMY:1128",573,"DA JIN DING (JI 0018)","PI 405713",2017,2,1128,18,8,1,6,"0","0","Yes","Ames17-GT-0929","F11","Ames17-CT-04H_DA JIN DING (JI 0018)_Ames17-EN-1128_73.lcd",0.267262968,10.20100708,2.659501395,1.170106176,33.34409973,3.39275466,13.12777144,37.90696057,51.03473201
