"Year","Tier","Range","Pass","Gen","Pedigree","Source"
2015,3,21,53,1,"B73","14SJMY:Breed:0001"
2015,3,28,44,1414,"AusTRCF 306335","NSL 438021"
2015,3,3,45,654,"89S4098","Ames 12815"
2015,2,35,21,456,"A295","Ames 23415"
2015,2,39,3,1,"B73","14SJMY:Breed:0001"
2015,3,39,67,1,"B73","14SJMY:Breed:0001"
2015,2,32,15,1,"B73","14SJMY:Breed:0001"
2015,2,32,20,1,"B73","14SJMY:Breed:0001"
2015,3,41,37,1,"B73","14SJMY:Breed:0001"
2015,3,38,50,1723,"Mp710","PI 596627"
2015,3,30,46,1,"B73","14SJMY:Breed:0001"
2015,3,23,54,1270,"PHM57","PI 601779"
2015,3,26,49,1357,"58615 B73 (Meth) Bc5S4","PI 648429"
2015,2,38,4,1,"B73","14SJMY:Breed:0001"
2015,3,13,43,957,"B73Htrhm","Ames 27065"
2015,3,34,62,1,"B73","14SJMY:Breed:0001"
2015,2,28,19,1,"B73","14SJMY:Breed:0001"
2015,3,7,50,780,"T146","PI 340829"
2015,3,29,68,1466,"H10","Ames 26773"
2015,2,36,15,481,"AD 26 DS","Ames 28988"
2015,2,24,25,1,"B73","14SJMY:Breed:0001"
2015,3,8,61,822,"SD108","PI 538244"
2015,3,22,37,1224,"AusTRCF 305840","NSL 437914"
2015,3,21,67,1222,"Pa759","PI 560074"
2015,2,33,13,1,"B73","14SJMY:Breed:0001"
2015,3,25,67,1343,"N539","PI 594085"
2015,3,19,67,1161,"I29","Ames 27115"
2015,3,7,39,771,"A635RpRp","Ames 23473"
2015,3,38,66,1,"B73","14SJMY:Breed:0001"
2015,3,35,41,1,"B73","14SJMY:Breed:0001"
2015,3,22,46,1233,"C410-1(F11) INBRED (HOTNOT CROSSES)","PI 221820"
2015,2,23,27,1,"B73","14SJMY:Breed:0001"
2015,2,29,27,281,"W552","PI 520770"
2015,3,39,56,1759,"T272","PI 633924"
2015,3,25,55,1,"B73","14SJMY:Breed:0001"
2015,2,21,2,18,"C42","Ames 23507"
2015,3,18,57,1121,"N545","PI 594091"
2015,3,41,39,1802,"Mo38","Ames 28936"
2015,3,32,61,1,"B73","14SJMY:Breed:0001"
2015,2,36,3,469,"4F-285 TX 15","PI 198895"
2015,3,8,42,1,"B73","14SJMY:Breed:0001"
2015,2,32,11,357,"SD10","NSL 30835"
2015,3,2,68,1,"B73","14SJMY:Breed:0001"
2015,3,31,44,1,"B73","14SJMY:Breed:0001"
2015,2,24,14,119,"ND101","PI 550553"
2015,3,13,52,965,"AD 330","Ames 28991"
2015,3,19,55,1,"B73","14SJMY:Breed:0001"
2015,2,36,24,1,"B73","14SJMY:Breed:0001"
2015,3,29,41,1441,"N511","PI 594060"
2015,2,30,31,315,"SD65","PI 538238"
2015,2,31,16,1,"B73","14SJMY:Breed:0001"
2015,3,33,43,1,"B73","14SJMY:Breed:0001"
2015,3,33,45,1565,"DJ7","PI 601191"
2015,3,18,56,1,"B73","14SJMY:Breed:0001"
2015,2,38,6,1,"B73","14SJMY:Breed:0001"
2015,3,9,53,845,"N534","PI 594080"
2015,3,35,66,1646,"Hi44","PI 641226"
2015,3,28,48,1,"B73","14SJMY:Breed:0001"
2015,2,22,30,1,"B73","14SJMY:Breed:0001"
2015,3,16,38,1043,"N538","PI 594084"
2015,3,16,62,1066,"58612 Inbred B73","PI 648426"
2015,2,37,7,1,"B73","14SJMY:Breed:0001"
2015,3,17,49,1,"B73","14SJMY:Breed:0001"
2015,3,18,63,1127,"LH208","PI 547088"
2015,2,37,29,523,"LH192","PI 539926"
2015,3,15,56,1029,"Prior A","PI 433485"
2015,3,35,37,1619,"CML 337","Ames 30857"
2015,3,13,51,964,"AD 284","Ames 28984"
2015,3,25,49,1,"B73","14SJMY:Breed:0001"
2015,3,41,68,1816,"DE3","13A089451A"
2015,3,16,45,1050,"78002A","PI 601301"
2015,3,18,51,1116,"N514","PI 594063"
2015,2,22,11,57,"F7","PI 257507"
2015,3,7,40,1,"B73","14SJMY:Breed:0001"
2015,3,6,68,768,"L","NSL 30863"
2015,3,34,42,1,"B73","14SJMY:Breed:0001"
2015,2,34,8,414,"LH202","PI 539924"
2015,3,12,60,1,"B73","14SJMY:Breed:0001"
2015,3,20,68,1192,"AusTRCF 305836","NSL 437910"
2015,3,28,58,1,"B73","14SJMY:Breed:0001"
2015,3,24,54,1,"B73","14SJMY:Breed:0001"
2015,2,40,1,1,"B73","14SJMY:Breed:0001"
2015,3,12,61,1,"B73","14SJMY:Breed:0001"
2015,3,16,63,1067,"58613 B73 (Meth) Bc5S4","PI 648427"
2015,3,20,52,1,"B73","14SJMY:Breed:0001"
2015,3,16,39,1044,"N540","PI 594086"
2015,3,14,46,1,"B73","14SJMY:Breed:0001"
2015,2,40,30,1,"B73","14SJMY:Breed:0001"
2015,3,9,66,857,"NC282","Ames 28422"
2015,3,6,41,742,"A680","Ames 23503"
2015,3,36,65,1,"B73","14SJMY:Breed:0001"
2015,3,35,42,1623,"Honan no. 7","PI 459078"
2015,2,22,29,74,"ND167","NSL 32726"
2015,3,8,47,808,"NY 166 (Neveh Yaar)","PI 200184"
2015,3,27,57,1,"B73","14SJMY:Breed:0001"
2015,3,14,58,1,"B73","14SJMY:Breed:0001"
2015,3,4,40,679,"AD 139 DS??","Ames 28976"
2015,3,30,41,1471,"CML 154Q","Ames 27083"
2015,2,37,27,1,"B73","14SJMY:Breed:0001"
2015,3,36,64,1,"B73","14SJMY:Breed:0001"
2015,3,25,53,1330,"IA DS 62","NSL 75977"
2015,2,21,32,1,"B73","14SJMY:Breed:0001"
2015,3,17,38,1074,"R168","Ames 19326"
2015,3,16,53,1058,"W8304","PI 601502"
2015,3,19,51,1,"B73","14SJMY:Breed:0001"
2015,3,35,63,1,"B73","14SJMY:Breed:0001"
2015,3,7,41,1,"B73","14SJMY:Breed:0001"
2015,3,13,44,958,"N28Ht","Ames 27138"
2015,3,35,64,1644,"AusTRCF 306348","NSL 438034"
2015,3,16,65,1069,"CI 82A","CIze 82"
2015,3,24,50,1,"B73","14SJMY:Breed:0001"
2015,3,23,53,1,"B73","14SJMY:Breed:0001"
2015,3,15,46,1020,"AusTRCF 306309","NSL 437995"
2015,3,18,39,1105,"R168","NSL 30891"
2015,3,14,44,988,"AusTRCF 306306","NSL 437992"
2015,3,15,47,1,"B73","14SJMY:Breed:0001"
2015,3,40,58,1791,"AusTRCF 305816","NSL 437890"
2015,2,23,5,1,"B73","14SJMY:Breed:0001"
2015,3,40,40,1773,"NC224","Ames 12730"
2015,3,36,41,1653,"NC220","Ames 12728"
2015,3,32,58,1548,"N28","Ames 19321"
2015,3,23,51,1,"B73","14SJMY:Breed:0001"
2015,3,18,42,1108,"OC7","PI 553060"
2015,3,6,39,1,"B73","14SJMY:Breed:0001"
2015,3,14,54,997,"AD 448 DS","Ames 28998"
2015,3,11,68,920,"78010","PI 601211"
2015,2,33,3,379,"CHI-69 INB.","PI 405706"
2015,3,19,56,1150,"N543","PI 594089"
2015,2,33,4,380,"HUA 94 INBRED","PI 405707"
2015,3,30,60,1,"B73","14SJMY:Breed:0001"
2015,3,11,62,1,"B73","14SJMY:Breed:0001"
2015,3,3,67,1,"B73","14SJMY:Breed:0001"
2015,2,36,12,478,"NO. 1049 INBRED","PI 303930"
2015,3,13,59,1,"B73","14SJMY:Breed:0001"
2015,3,13,64,976,"H100","Ames 22748"
2015,3,40,38,1,"B73","14SJMY:Breed:0001"
2015,3,8,64,1,"B73","14SJMY:Breed:0001"
2015,3,11,44,1,"B73","14SJMY:Breed:0001"
2015,3,10,43,1,"B73","14SJMY:Breed:0001"
2015,2,25,9,1,"B73","14SJMY:Breed:0001"
2015,3,29,47,1,"B73","14SJMY:Breed:0001"
2015,3,21,38,1194,"NC310","Ames 27151"
2015,3,38,54,1727,"R-PAH-2","PI 340870"
2015,3,18,47,1113,"AusTRCF 306285","NSL 437971"
2015,3,6,65,1,"B73","14SJMY:Breed:0001"
2015,3,31,45,1,"B73","14SJMY:Breed:0001"
2015,3,20,43,1169,"NC276","Ames 28418"
2015,3,41,62,1813,"INBRED 100","PI 186197"
2015,3,16,40,1045,"N544","PI 594090"
2015,3,7,37,769,"A628","Ames 23464"
2015,3,17,48,1,"B73","14SJMY:Breed:0001"
2015,3,28,43,1413,"AusTRCF 306307","NSL 437993"
2015,2,24,6,1,"B73","14SJMY:Breed:0001"
2015,2,32,24,368,"A656","Ames 23488"
2015,3,33,50,1570,"Ky21","Ames 27130"
2015,3,39,39,1,"B73","14SJMY:Breed:0001"
2015,3,21,54,1209,"CI90C Goodman-Buckler","Ames 31534"
2015,2,40,14,599,"676A-348-68(B)","PI 358532"
2015,3,29,60,1458,"H119","Ames 22752"
2015,3,39,50,1753,"CML 328","Ames 27098"
2015,2,25,7,143,"A218","Ames 23403"
2015,2,37,18,513,"790","PI 601491"
2015,3,22,54,1240,"Hwang no. 525","PI 459080"
2015,3,31,50,1508,"IA DS 43-W","PI 340875"
2015,2,20,1,1,"B73","14SJMY:Breed:0001"
2015,2,20,2,2,"Tx303","Ames 19327"
2015,2,20,25,13,"A422","Ames 23433"
2015,2,21,7,22,"CML 247","PI 595541"
2015,2,22,2,48,"A17-1-1 INBRED (POTCHEFSTROOM PEARL)","PI 221737"
2015,2,22,24,70,"EP1","Ames 27111"
2015,2,23,19,94,"LH143 CMS","PI 601003"
2015,2,25,1,137,"38-11","Ames 26604"
2015,2,25,2,138,"33-16","Ames 26771"
2015,2,25,13,147,"A480","Ames 23439"
2015,2,26,3,169,"PLS 14ms","PI 343952"
2015,2,27,26,220,"NJ 116 Wa","Ames 22045"
2015,2,29,9,265,"G14 T133","PI 340823"
2015,2,29,11,267,"YING-64","PI 391666"
2015,2,29,17,272,"A661N","PI 406126"
2015,2,30,6,292,"F755-2-2-1(S4) INBRED (TEKO)","PI 221797"
2015,2,30,25,309,"A641","Ames 19311"
2015,2,31,22,336,"Florida 56","PI 644099"
2015,2,34,3,409,"2369","PI 601559"
2015,2,34,5,411,"A664N","PI 406127"
2015,2,34,19,424,"A208","Ames 23402"
2015,2,35,14,449,"A73","Ames 22439"
2015,2,35,25,459,"W182ETMS","NSL 30054"
2015,2,36,9,475,"4F-374 GE 3","PI 198905"
2015,2,37,8,503,"4F-350 CN 2","PI 198903"
2015,2,37,13,508,"NO. 1174 INBRED","PI 303936"
2015,2,38,7,531,"BO394Y","PI 591015"
2015,2,39,23,578,"NC270","Ames 28417"
2015,2,40,21,606,"Pa468","PI 517971"
2015,3,2,42,633,"Florida 32","PI 644100"
2015,3,2,57,640,"A645","Ames 23480"
2015,3,3,48,657,"W 1736","Ames 22051"
2015,3,3,52,661,"R177","NSL 30894"
2015,3,4,38,1,"B73","14SJMY:Breed:0001"
2015,3,4,57,696,"88091","PI 550901"
2015,3,4,58,697,"88098","PI 550902"
2015,3,4,59,698,"89199","PI 550903"
2015,3,4,60,699,"89207","PI 550904"
2015,3,4,66,705,"89302","PI 550911"
2015,3,4,67,706,"88099","PI 550913"
2015,3,4,68,707,"89311","PI 550916"
2015,3,5,41,712,"89365","PI 561618"
2015,3,5,56,727,"89274","PI 550900"
2015,3,5,57,728,"L 678","Ames 10265"
2015,3,5,58,729,"L 690","Ames 10266"
2015,3,5,61,732,"89246","PI 550905"
2015,3,5,62,733,"89248","PI 550906"
2015,3,5,63,734,"89258","PI 550907"
2015,3,5,64,735,"89260","PI 550908"
2015,3,6,37,739,"88094","PI 550917"
2015,3,6,40,741,"88030","PI 550919"
2015,3,6,54,755,"Hi48","PI 641230"
2015,3,6,63,764,"Ia Ev191","Ames 22026"
2015,3,7,45,775,"MS107","Ames 24728"
2015,3,7,49,779,"NO. 1201 INBRED","PI 303940"
2015,3,8,37,799,"R101","NSL 30878"
2015,3,8,56,817,"SD102","PI 533659"
2015,3,10,65,887,"Pa376","PI 531082"
2015,3,11,56,909,"NY 123 (Neveh Yaar)","PI 340813"
2015,3,11,60,913,"OC13","PI 596500"
2015,3,12,40,924,"OC1","PI 553054"
2015,3,12,63,945,"LP1 CMS HT","PI 600755"
2015,3,12,65,947,"N197","Ames 22755"
2015,3,14,48,991,"Pa875","Ames 27185"
2015,3,14,51,994,"INBRED 39-1084","PI 186221"
2015,3,15,41,1015,"N215","PI 595367"
2015,3,15,42,1016,"N211","PI 596354"
2015,3,15,45,1019,"AusTRCF 306308","NSL 437994"
2015,3,15,48,1021,"AusTRCF 306310","NSL 437996"
2015,3,15,53,1026,"STRAIN T32-397-68(B)","PI 358537"
2015,3,15,66,1039,"L 605","Ames 10264"
2015,3,15,68,1041,"Va52","Ames 19014"
2015,3,16,67,1071,"WR3TMS","NSL 30072"
2015,3,18,41,1107,"OC6","PI 553059"
2015,3,18,59,1123,"OC16","PI 596503"
2015,3,20,54,1,"B73","14SJMY:Breed:0001"
2015,3,20,67,1191,"MP307","NSL 250299"
2015,3,21,52,1208,"197A-381-68(A)","PI 358526"
2015,3,22,41,1228,"R229","PI 592734"
2015,3,22,52,1,"B73","14SJMY:Breed:0001"
2015,3,23,45,1263,"OC19","PI 596506"
2015,3,25,43,1321,"A691N","PI 406128"
2015,3,26,37,1345,"A243-1-2(S10) INBRED (PERUVIAN)","PI 221805"
2015,3,26,47,1355,"Va5","PI 542956"
2015,3,27,49,1388,"MR25 (Pororo) S5","Ames 30537"
2015,3,28,42,1412,"AusTRCF 306302","NSL 437988"
2015,3,28,47,1417,"MR22 (Tuxpeno) S6","Ames 30535"
2015,3,29,53,1452,"NO. 1037 INBRED","PI 303929"
2015,3,30,42,1472,"Il778d","Ames 27446"
2015,3,30,45,1475,"PHM49","PI 601568"
2015,3,30,56,1485,"GE317","Ames 10260"
2015,3,30,68,1496,"AusTRCF 306286","NSL 437972"
2015,3,31,38,1498,"CO258","Ames 27053"
2015,3,31,49,1507,"R-RAH-2 IN.FR.TOM-THUMB","PI 340873"
2015,3,31,53,1511,"A214N Goodman-Buckler","Ames 31536"
2015,3,31,57,1515,"B94","PI 539872"
2015,3,32,45,1535,"FC46","PI 257517"
2015,3,33,42,1563,"A441-5","Ames 27064"
2015,3,33,49,1569,"Ki11","Ames 27124"
2015,3,34,48,1599,"Ki3","Ames 27123"
2015,3,34,59,1610,"AusTRCF 306303","NSL 437989"
2015,3,34,68,1618,"A325-1(S10) INBRED (HOTNOT)","PI 221813"
2015,3,36,39,1651,"STRAIN 11D-586-68(A)","PI 358521"
2015,3,36,40,1652,"A641N","PI 406125"
2015,3,36,55,1667,"NC268","PI 587145"
2015,3,36,60,1672,"CML 69","Ames 28184"
2015,3,37,47,1688,"Tx817w","Ames 22766"
2015,3,37,64,1705,"MR09 (Cravo Riogranense) S6","Ames 30527"
2015,3,37,66,1707,"87014","PI 550920"
2015,3,37,67,1708,"87036","PI 550922"
2015,3,38,43,1716,"B98","PI 564683"
2015,3,38,62,1735,"Tzi 26","PI 540751"
2015,3,38,63,1736,"Mo18W","PI 550441"
2015,3,38,67,1739,"GA222","Ames 10252"
2015,3,40,43,1776,"MR19 (Santo Domingo)","Ames 30533"
2015,3,40,54,1787,"NC300","Ames 27146"
2015,3,40,57,1790,"AusTRCF 305808","NSL 437884"
2015,3,40,59,1792,"AusTRCF 306254","NSL 437943"
2015,3,41,40,1803,"Hi38 C1","Ames 28957"
2015,3,41,63,1814,"E697-1-1-1(S5) INBRED","PI 221794"
2015,3,41,64,1815,"E680-3-1-1(S6) INBRED","PI 221821"
2017,3,4,59,824,"OC3","PI 553056"
2017,3,4,64,322,"H126W","PI 583846"
2017,3,3,45,849,"WXM14","Ames 26755"
2017,3,4,50,1,"B73","14SJMY:Breed:0001"
2017,3,5,84,958,"N28Ht","Ames 27138"
2017,3,4,75,820,"PHZ51","PI 601322"
2017,3,4,51,492,"Pa356","PI 531081"
2017,3,4,78,926,"LH59","PI 601466"
2017,3,4,62,498,"A686su","PI 567794"
2017,3,4,84,1238,"PHM10","PI 601778"
2017,3,5,82,957,"B73Htrhm","Ames 27065"
2017,3,4,72,847,"LH132","PI 601004"
2017,3,4,49,606,"Pa468","PI 517971"
2017,3,4,56,581,"MBUB","PI 548839"
2017,3,4,55,218,"LH181","PI 547087"
2017,3,5,78,1295,"H46","Ames 26786"
2017,3,4,53,822,"SD108","PI 538244"
2017,3,4,66,595,"N507","PI 594056"
2017,3,4,47,279,"4580 INBRED","PI 415087"
2017,3,4,79,205,"2MA22","PI 601560"
2017,3,4,74,819,"PHG83","PI 601229"
2017,3,5,80,1497,"Ill.Hy","Ames 26808"
2017,3,4,61,617,"A685su","PI 567793"
2017,3,4,83,546,"4N506","PI 601745"
2017,3,5,81,1498,"CO258","Ames 27053"
2017,3,4,60,616,"ICI 740","PI 559382"
2017,3,4,69,399,"N521","PI 594070"
2017,3,4,63,618,"Mo46","PI 583351"
2017,3,4,81,821,"PHT60","PI 601574"
2017,3,4,70,910,"N542","PI 594088"
2017,3,4,73,917,"6103","PI 601159"
2017,3,4,65,903,"B102","PI 594045"
2017,3,5,83,1597,"H91","Ames 27114"
2017,3,4,45,816,"YE-CHI-HUNG","PI 391682"
2017,3,5,77,984,"H45","Ames 26785"
2017,3,4,52,1459,"LH206","PI 538010"
2017,3,4,57,691,"B67","PI 550455"
2017,3,4,67,810,"N510","PI 594059"
2017,3,4,76,747,"78371A","PI 601438"
2017,3,4,71,596,"OC12","PI 596499"
2017,3,4,58,524,"GTS1","PI 550492"
2017,3,4,54,523,"LH192","PI 539926"
2017,3,4,80,629,"MBST","PI 601566"
2017,3,4,68,905,"N516","PI 594065"
2017,3,4,77,925,"PHG86","PI 601442"
2017,3,5,79,955,"H71","Ames 26793"
2017,3,4,82,854,"J8606","PI 601725"
2017,3,4,48,683,"B89","PI 509542"
2017,2,4,22,221,"NJ 116 Wb","Ames 22046"
2017,2,5,24,1581,"A152","Ames 23395"
2017,2,5,20,239,"W117HT","Ames 8399"
2017,2,5,19,100,"ND2000","PI 631394"
2017,2,5,36,278,"CM99","Ames 27031"
2017,2,4,30,156,"A675","Ames 23499"
2017,2,5,37,69,"CO106","Ames 27105"
2017,2,5,39,40,"C49","Ames 28290"
2017,2,4,20,28,"Ma32","Ames 22036"
2017,2,5,14,1250,"PHM81","PI 548801"
2017,2,4,19,135,"M 45","Ames 22035"
2017,2,5,29,148,"A497","Ames 23441"
2017,2,5,26,143,"A218","Ames 23403"
2017,2,5,21,212,"C27","Ames 22019"
2017,2,4,35,32,"CO192","Ames 27043"
2017,2,5,35,53,"C3","Ames 26812"
2017,2,5,32,264,"A649","Ames 23482"
2017,2,5,40,151,"WM13R","NSL 30070"
2017,2,4,28,150,"A508","Ames 23446"
2017,2,5,38,70,"EP1","Ames 27111"
2017,2,4,39,75,"ND230","NSL 32728"
2017,2,5,17,192,"ND256","PI 550554"
2017,2,4,25,738,"A15","Ames 23389"
2017,2,4,26,147,"A480","Ames 23439"
2017,2,4,32,163,"MS74","Ames 24714"
2017,2,4,27,15,"A495","Ames 23440"
2017,2,4,40,187,"ND203","NSL 32732"
2017,2,4,24,108,"W59E","Ames 22767"
2017,2,5,34,165,"MS206","Ames 24741"
2017,2,4,33,60,"CM145","Ames 27032"
2017,2,5,33,269,"A676","Ames 23500"
2017,2,4,21,31,"Me 123","Ames 22040"
2017,2,5,30,44,"A509","Ames 23447"
2017,2,5,25,141,"A158","Ames 23397"
2017,2,5,28,327,"A385","Ames 23429"
2017,2,4,36,34,"CO245","Ames 27048"
2017,2,4,29,237,"A668","Ames 23492"
2017,2,4,37,35,"C49A","Ames 27067"
2017,2,4,31,271,"CG10","Ames 24585"
2017,2,5,18,226,"3IBZ2","PI 554616"
2017,2,4,34,140,"CM182","Ames 27036"
2017,2,4,23,11,"W 5543","Ames 22056"
2017,2,5,16,87,"ND254","PI 550542"
2017,2,4,38,186,"ND211","NSL 32725"
2017,2,5,15,86,"ND252","PI 550540"
2017,2,5,22,213,"C31","Ames 22020"
2017,2,5,27,38,"A344","Ames 23425"
2017,3,3,49,568,"H5","Ames 26772"
2017,3,2,80,778,"MS216","Ames 24745"
2017,2,15,6,487,"AD SA18","Ames 29018"
2017,2,16,30,690,"PHW30","PI 548808"
2017,2,16,32,621,"LH38","PI 600791"
2017,2,16,23,76,"ND405","NSL 32730"
2017,2,16,26,593,"NY 992 (Neveh Yaar)","PI 200195"
2017,2,16,9,206,"2FACC","PI 601808"
2017,2,16,8,547,"PHV37","PI 601789"
2017,3,2,46,576,"NC364","Ames 27178"
2017,2,16,5,647,"NS501","PI 601583"
2017,2,16,36,731,"89S4110","Ames 12817"
2017,3,2,57,625,"LH57","PI 601317"
2017,2,19,14,665,"A632RpRp","Ames 23470"
2017,2,15,9,586,"W182D","NSL 30063"
2017,2,15,7,550,"CI 40A","CIze 40"
2017,2,16,29,490,"Pa392","PI 517968"
2017,2,16,13,429,"A427","Ames 23435"
2017,2,16,24,364,"A238","NSL 81595"
2017,2,15,8,659,"R218","NSL 29305"
2017,2,16,4,612,"PHK76","PI 601496"
2017,2,15,3,650,"AD 238 DS","Ames 28978"
2017,2,16,27,703,"E205-1-1-1 INBRED (S5 SYN. ANVELD)","PI 221747"
2017,2,16,34,757,"58610 A632 (Meth) Bc5S4","PI 648425"
2017,3,2,68,657,"W 1736","Ames 22051"
2017,3,2,55,839,"N501","PI 594050"
2017,2,15,5,480,"AD 402 DS","Ames 28986"
2017,2,15,12,666,"A659","NSL 81599"
2017,3,2,58,748,"87916W","PI 601563"
2017,2,16,2,611,"IBC2","PI 601459"
2017,2,16,21,455,"AD SA17","Ames 29017"
2017,3,2,70,555,"A257","Ames 23407"
2017,3,2,71,637,"A265","Ames 23410"
2017,2,16,12,214,"Ia CG4189","Ames 22025"
2017,2,16,15,124,"A646","Ames 23481"
2017,3,2,52,516,"DA BA TANG INB. (JI 0241)","PI 405712"
2017,2,15,15,501,"4F-342 CM 4","PI 198901"
2017,3,2,60,723,"B87","PI 608768"
2017,2,16,18,439,"A619Ht1","Ames 25219"
2017,2,16,16,642,"A669","Ames 23493"
2017,3,2,69,869,"H114","Ames 22751"
2017,3,2,56,920,"78010","PI 601211"
2017,3,2,47,1175,"AD SA13","Ames 29013"
2017,3,2,66,655,"H107","Ames 19318"
2017,2,15,1,438,"MS199","Ames 24736"
2017,2,19,2,818,"IB014","PI 601208"
2017,2,16,1,1724,"PHB47","PI 601009"
2017,2,16,10,1450,"B85","PI 608777"
2017,3,2,48,551,"R219","NSL 29314"
2017,2,19,11,756,"58609 A632 (Meth) Bc5S4","PI 648424"
2017,3,2,59,721,"PHW20","PI 601791"
2017,2,19,22,188,"ND480","NSL 32736"
2017,2,16,35,861,"Yellow 3-4","Ames 2331"
2017,2,19,23,477,"NY 364 (Neveh Yaar)","PI 200188"
2017,2,15,11,693,"R853","NSL 42808"
2017,2,15,4,479,"AD 188L","Ames 28985"
2017,2,16,14,527,"A627","Ames 23463"
2017,2,16,19,569,"H26w","Ames 26778"
2017,2,16,28,293,"NO. 1004 INBRED","PI 303925"
2017,3,2,63,835,"Va18A","Ames 19003"
2017,2,19,13,663,"A630","Ames 23466"
2017,2,19,20,1097,"AD SA4","Ames 29004"
2017,2,19,6,515,"11430","PI 601558"
2017,2,16,6,648,"OQ603","PI 601584"
2017,2,19,7,409,"2369","PI 601559"
2017,2,19,18,886,"Il767b","Ames 27445"
2017,2,19,5,605,"LH54","PI 601316"
2017,2,15,14,496,"4F-234 BX 4","PI 198892"
2017,3,2,51,710,"27A-317-68(C)","PI 358525"
2017,2,16,7,749,"PHN29","PI 601780"
2017,2,16,25,396,"AusTRCF 305833","NSL 437907"
2017,2,15,10,772,"R851","NSL 42807"
2017,2,16,17,348,"MS215","Ames 24744"
2017,2,16,22,686,"AD 370","Ames 29030"
2017,2,16,20,759,"Yu796_NS","Ames 27196"
2017,3,2,62,833,"89S4127","Ames 12820"
2017,3,2,45,1,"B73","14SJMY:Breed:0001"
2017,2,16,3,513,"790","PI 601491"
2017,2,16,31,1,"B73","14SJMY:Breed:0001"
2017,3,2,49,801,"R181B","NSL 30896"
2017,2,15,2,533,"MS214","Ames 24743"
2017,2,19,19,792,"AD 188L DS","Ames 28994"
2017,2,19,12,343,"W 6714","Ames 22061"
2017,2,19,8,928,"PHR47","PI 601572"
2017,2,19,4,1050,"78002A","PI 601301"
2017,3,2,54,504,"B103","PI 594046"
2017,3,2,65,943,"C123","Ames 19313"
2017,3,2,67,1254,"C40","Ames 22022"
2017,3,2,61,635,"89S4083","Ames 12814"
2017,2,19,15,560,"MS72","Ames 24713"
2017,3,2,50,807,"INBRED 34-1181","PI 186219"
2017,2,19,17,1499,"B164","Ames 27066"
2017,2,19,9,720,"PHP55","PI 601784"
2017,2,19,10,754,"Hi47","PI 641229"
2017,2,19,1,1,"B73","14SJMY:Breed:0001"
2017,2,19,21,1506,"AD SA11","Ames 29011"
2017,2,19,3,604,"MBNA","PI 601209"
2017,2,19,16,277,"MS226","Ames 24751"
2017,3,13,57,894,"AD SA14","Ames 29014"
2017,3,13,68,1728,"R-PAH-1","PI 340872"
2017,3,13,72,1214,"R227","PI 531511"
2017,3,13,63,1527,"AusTRCF 306312","NSL 437998"
2017,2,19,36,752,"MS225","Ames 24750"
2017,3,13,53,1763,"NC368","Ames 27180"
2017,2,18,30,499,"H99","PI 587129"
2017,3,13,74,1220,"NC250","PI 550555"
2017,3,13,79,1717,"R228","PI 592733"
2017,2,18,33,715,"B105","PI 594048"
2017,3,13,77,1335,"Oh599","PI 572413"
2017,3,12,83,1030,"B55","PI 608764"
2017,3,13,54,1578,"Va14","Ames 27192"
2017,2,19,26,208,"SD101","PI 533658"
2017,3,13,64,1617,"INBRED 19-86","PI 186217"
2017,2,19,24,308,"4578 INBRED","PI 415086"
2017,2,18,22,725,"B76","PI 550483"
2017,3,12,71,918,"LH93","PI 601171"
2017,2,18,27,426,"A684su","PI 567792"
2017,3,13,80,1228,"R229","PI 592734"
2017,3,13,84,1757,"B84","PI 608767"
2017,3,13,65,1419,"INBRED 42-492","PI 186224"
2017,3,12,74,1725,"SX-6-10 (Tetraploid)","PI 601329"
2017,3,12,70,1344,"Seagull Seventeen","PI 600751"
2017,2,18,10,1093,"B91","PI 527700"
2017,2,18,32,714,"A632","PI 587140"
2017,3,12,72,919,"78004","PI 601210"
2017,3,13,60,1219,"R159","NSL 30890"
2017,2,18,16,413,"SD53","PI 538229"
2017,3,13,70,1544,"A178N","PI 406110"
2017,3,13,69,201,"13B-587-68(A)","PI 358522"
2017,3,13,59,1218,"R138","NSL 30885"
2017,3,13,81,594,"N504","PI 594053"
2017,3,13,73,1551,"H102","PI 550496"
2017,3,12,68,1123,"OC16","PI 596503"
2017,3,13,82,1042,"N508","PI 594057"
2017,2,18,15,1215,"LH196","PI 538009"
2017,3,13,66,502,"4F-345 CN 12","PI 198902"
2017,2,18,17,718,"B92","PI 539870"
2017,3,13,62,985,"AusTRCF 305835","NSL 437909"
2017,2,18,35,623,"LH74","PI 600957"
2017,3,12,84,934,"NY6371","PI 610494"
2017,3,12,67,1017,"OC14","PI 596501"
2017,3,13,76,1255,"B95","PI 561565"
2017,2,18,14,787,"LH127","PI 538007"
2017,2,18,39,1158,"G80","PI 601037"
2017,3,12,73,951,"5707","PI 601269"
2017,3,12,75,1022,"NS701","PI 601417"
2017,2,18,28,803,"Mo47","PI 583352"
2017,3,13,78,1533,"Sg 1533","PI 587132"
2017,2,18,25,394,"CS608","PI 560316"
2017,2,19,39,644,"H98","Ames 26798"
2017,3,12,69,597,"N546","PI 597578"
2017,2,18,13,211,"S 37","PI 535916"
2017,2,19,28,837,"Va26","PI 587149"
2017,2,19,35,776,"MS198","Ames 24735"
2017,2,19,33,643,"A670","Ames 23494"
2017,2,18,24,588,"PHBA6","PI 559935"
2017,2,19,29,126,"E8501","PI 601724"
