ID	Tier	Range	Pass	Year	check	is.experimental	plate	d.T3	g.T3	a.T3	d.T	g.T	a.T	Total.Tocotrienols	Total.Tocopherols	Total.Tocochromanols
PI 601490	2	37	17	2015	99	1	12	0.395249694	21.66056877	6.381732932	1.353347267	34.69214076	1.205471331	28.4375514	37.25095936	66.42977096
Ames 27019	2	38	17	2015	99	1	8	0.55392196	12.46007909	6.854565073	0.462655903	28.24569013	7.57050037	23.28842297	36.27884641	60.1834585
PI 391670	2	39	17	2015	99	1	3	0.607268467	2.483122127	4.534933343	3.016641674	56.43105409	4.037654577	7.625323936	63.48535034	72.07740317
PI 601170	2	40	17	2015	99	1	18	1.423653685	14.84722146	3.01637892	1.45833679	50.87210217	0.876242941	16.90157256	53.2066819	71.15879029
Ames 22054	2	20	18	2015	99	1	6	3.063268129	50.04331775	2.712733026	1.620021162	44.86774823	1.413414124	55.81931891	47.90118352	104.565217
Ames 27045	2	21	18	2015	99	1	4	1.06108293	24.99040394	4.833800746	3.272427436	73.45704577	10.88994814	30.88528761	87.61942134	119.4808837
PI 340821	2	22	18	2015	99	1	6	0.693361583	20.20722853	6.954131093	0.590942672	27.77308976	3.152043336	27.8547212	31.51607577	60.63645635
PI 600959	2	23	18	2015	99	1	1	0.328782206	9.2969414	9.995689932	0.045918115	3.462078904	5.539766243	19.62141354	9.047763261	29.47174259
Ames 23478	2	24	18	2015	99	1	9	0.417178251	22.97927795	4.377466003	0.313539453	15.02679867	1.569274555	27.7739222	16.90961268	45.46233052
NSL 30862	2	25	18	2015	99	1	21	1.568752757	49.80453696	11.30068674	4.374026436	88.17995821	17.63675333	62.67397646	110.190738	173.9364268
PI 538008	2	26	18	2015	99	1	3	0.388425162	18.22838834	5.364030962	6.876284824	66.50286933	8.590627893	23.98084446	81.96978205	106.8731622
Ames 22020	2	27	18	2015	99	1	8	0.883777895	28.68888528	3.422372398	2.760319037	67.10045704	4.10848698	36.516157	73.96926306	111.4069371
Ames 24722	2	28	18	2015	99	1	6	1.363578917	23.67517298	5.635974024	1.67979307	41.67538936	4.633756468	30.67472592	47.9889389	79.65418111
14SJMY:Breed:0001	2	29	18	2015	1	0	6	2.462839831	40.36919825	8.494711469	2.895803098	36.89878875	3.785995662	51.32674955	43.58058751	96.24895987
PI 601776	2	30	18	2015	99	1	16	0.283845548	13.05013891	4.908396035	1.210675257	32.70334281	1.730272693	18.24238049	35.64429076	54.74346829
14SJMY:Breed:0001	2	31	18	2015	1	0	10	2.010544312	42.73260352	8.146042868	3.919339474	33.41628527	2.223405006	52.8891907	39.55902975	93.13070784
NSL 65864	2	32	18	2015	99	1	16	1.240200052	32.3117543	9.769202652	0.957225416	60.10826289	2.109290981	43.32115701	63.17477929	107.3457238
PI 553062	2	33	18	2015	99	1	6	3.91966181	37.04598452	5.622917105	6.959982821	48.40493324	0.964039775	46.58856344	56.32895584	103.8898227
Ames 23399	2	34	18	2015	99	1	15	0.488096284	11.25811823	17.53651901	1.232444979	67.41254271	23.48157384	29.28273352	92.12656154	122.9217246
Ames 29003	2	35	18	2015	99	1	13	0.156590538	4.203479405	2.098871288	4.94810581	50.78070137	3.480620463	6.458941231	59.20942765	66.3665612
PI 340855	2	36	18	2015	99	1	5	0.982362448	5.96404151	4.148080833	3.510304152	67.06202888	3.886906868	11.09448479	74.4592399	86.53544859
PI 601491	2	37	18	2015	99	1	9	0.852958918	36.52293687	10.05866178	0.624833853	26.47170174	8.382229939	47.43455757	35.47876553	83.61114639
Ames 27046	2	38	18	2015	99	1	18	0.852874597	34.67085381	8.626923237	0.740402813	51.47643035	9.59129402	37.32753962	61.80812719	100.2060193
PI 405713	2	39	18	2015	99	1	12	0.243138619	10.83585723	2.72393108	1.433064484	34.93681549	2.921883376	13.80292693	39.29176335	53.75095097
PI 601190	2	40	18	2015	99	1	14	0.100008327	8.112140052	4.103199396	1.600138098	37.90704144	0.56429454	12.31534778	40.07147407	53.07019294
Ames 22056	2	20	19	2015	99	1	1	0.586070985	26.04582763	9.952905496	0.844575979	35.68785243	19.01057417	36.58480411	55.54300257	93.26903037
Ames 27048	2	21	19	2015	99	1	1	0.433289158	18.98644519	5.75513772	4.695471536	62.54915459	6.511493445	25.17487206	73.75611957	99.69085548
PI 340822	2	22	19	2015	99	1	1	1.954723197	15.87430596	6.116262261	1.523196388	36.13911827	1.695230515	23.94529142	39.35754518	64.11106699
Ames 23481	2	24	19	2015	99	1	21	0.359041947	19.83246982	4.746313595	3.277493951	97.79083265	3.599965679	24.93782536	104.6682923	130.5478035
NSL 30904	2	25	19	2015	99	1	5	1.394973198	23.19607491	7.024437982	1.562320477	56.15286129	5.389147225	31.6154861	63.10432899	95.55969421
PI 539921	2	26	19	2015	99	1	10	0.045708769	2.109732273	3.206930969	0.71141013	23.83533067	0.531676092	5.362372011	25.0784169	31.05646599
Ames 22025	2	27	19	2015	99	1	21	0.387668019	24.11830581	5.188015529	1.243646482	39.61321572	2.000444012	29.69398936	42.85730621	73.53832021
14SJMY:Breed:0001	2	28	19	2015	1	0	21	3.047061695	59.18775304	12.20260046	5.020686701	48.7035911	4.894188295	74.4374152	58.6184661	134.0952606
PI 415078	2	29	19	2015	99	1	14	1.898963138	30.83689771	6.550842775	0.112425777	6.880682174	1.869953307	39.28670362	8.863061258	48.90426453
PI 601781	2	30	19	2015	99	1	5	0.92096871	14.70910139	3.537569799	1.304630506	72.98643726	0.743208277	19.1676399	75.03427605	95.03810338
Ames 23461	2	31	19	2015	99	1	22	1.000317653	36.53532014	4.125639066	0.968727138	54.11161073	0.830760275	41.66127686	55.91109814	98.77784707
NSL 81595	2	32	19	2015	99	1	21	0.537488386	12.27311335	14.59504681	4.852349392	81.92817045	42.84415313	27.40564854	129.624673	158.0231811
PI 559916	2	33	19	2015	99	1	6	0.78608813	9.887011749	11.99360669	4.215606318	38.60432899	10.54832701	22.66670656	53.36826231	76.92022336
Ames 29006	2	35	19	2015	99	1	17	0.18575526	10.22654763	2.748630787	2.610496411	41.14859078	3.90371038	13.16093367	47.66279757	61.71490873
PI 358536	2	36	19	2015	99	1	17	0.485539871	30.53760302	6.155759799	0.776073595	36.74199812	3.725044119	37.17890269	41.24311583	79.22369453
PI 601497	2	37	19	2015	99	1	19	0.183892152	10.34351061	6.798350732	0.7470213	34.42854201	1.501948343	17.32575349	36.67751165	55.10717116
Ames 27068	2	38	19	2015	99	1	10	0.080211293	3.194271299	2.820336841	0.674525307	36.82903317	0.42699626	6.094819432	37.93055474	44.80550761
PI 427111	2	39	19	2015	99	1	12	1.202405811	14.59757045	2.478888084	0.083135905	7.401292113	0.480743668	18.27886435	7.965171687	27.00805906
PI 601209	2	40	19	2015	99	1	5	1.265292024	11.46664407	3.86656671	2.144156335	54.01600557	12.08154511	16.5985028	68.24170702	85.69281812
Ames 23507	2	21	2	2015	99	1	6	0.655875992	20.18311753	3.106426131	0.8534559	26.32591057	0.594516401	23.94541966	27.77388287	52.69253028
PI 535921	2	23	2	2015	99	1	5	1.465331821	12.59311823	2.931323354	1.556211472	61.50408556	1.619180126	16.98977341	64.67947716	82.58695773
Ames 22767	2	24	2	2015	99	1	6	0.567261254	15.29044624	6.098020625	1.863010333	56.37717105	1.730908253	21.95572812	59.97108964	82.90883401
PI 340824	2	26	2	2015	99	1	19	0.795723795	19.5290883	4.728969709	1.045319735	27.30626871	1.354234856	25.05378181	29.7058233	55.61718102
PI 587125	2	27	2	2015	99	1	8	0.636339842	15.29060027	2.074497844	1.207190285	36.34787582	2.900043319	21.69127292	40.45510942	62.92356606
Ames 23408	2	28	2	2015	99	1	19	0.780052839	38.2231371	3.789279226	1.239584423	54.45490515	1.467912304	42.79246916	57.16240188	100.8657318
NSL 32731	2	29	2	2015	99	1	3	5.556807429	40.55489678	4.52415862	0.938219369	21.51210484	1.135962727	50.63586283	23.58628694	75.0573412
PI 546485	2	30	2	2015	99	1	5	1.650186423	32.58762318	13.09888493	1.017612371	35.4913133	4.405349442	47.33669453	40.91427511	89.27302059
Ames 22793	2	31	2	2015	99	1	17	0.877575532	31.69128612	13.95271182	0.355153402	11.95594341	0.828664054	46.52157347	13.13976086	60.68833047
Ames 24744	2	32	2	2015	99	1	2	2.876835531	83.39793159	8.289090394	2.132730795	73.67965493	11.62309485	102.8529479	87.43548057	192.0572631
PI 369442	2	33	2	2015	99	1	10	0.762141116	7.562296285	4.932687041	3.864422926	69.85279815	8.526425898	13.25712444	82.24364697	96.19870312
PI 601499	2	34	2	2015	99	1	11	1.267660718	25.96224584	6.533108569	0.671253497	35.58486875	2.596742049	33.76301513	38.85286429	73.33862169
Ames 24736	2	35	2	2015	99	1	3	1.27385649	13.87902786	4.521480639	0.697295376	30.72781708	0.536449202	19.67436499	31.96156165	52.5167717
PI 198894	2	36	2	2015	99	1	5	5.253496549	45.56457075	3.224336665	1.143512077	37.56870491	0.658577123	54.04240396	39.37079411	94.4638959
PI 567794	2	37	2	2015	99	1	2	1.479806717	39.63384744	4.77202758	2.640746237	89.35881137	9.680962945	50.65770932	101.6805206	153.6421112
Ames 23495	2	38	2	2015	99	1	3	1.77373136	36.6023554	6.959576823	0.878115517	29.56849168	3.832420269	45.33566359	34.27902747	80.44628171
NSL 32734	2	39	2	2015	99	1	6	0.63555527	11.55161898	3.953663755	1.849750259	61.87962199	9.659434242	16.14083801	73.38880649	90.51060325
PI 559383	2	40	2	2015	99	1	6	2.232187309	41.09330028	5.566379314	2.91676658	44.42401823	0.606245543	48.8918669	47.94703035	98.07681786
Ames 22067	2	20	20	2015	99	1	22	0.571871315	14.50125576	5.249952962	5.751788354	92.73857589	6.330935479	20.32308004	104.8212997	126.3414254
Ames 27067	2	21	20	2015	99	1	5	1.493175626	19.40414726	7.119488023	1.322774999	41.64740308	2.004688993	28.01681091	44.97486707	73.97621254
PI 340825	2	22	20	2015	99	1	1	1.153987404	21.0889902	4.04305281	1.973815809	35.20260358	2.936094572	26.28603042	40.11251396	67.52993132
PI 601467	2	23	20	2015	99	1	21	0.780194041	6.459266183	5.202673304	0.319919537	11.11427089	2.314092734	12.44213353	13.74828316	27.25811077
Ames 23487	2	24	20	2015	99	1	1	0.702957225	12.42641745	9.212791098	0.082177649	2.879936561	3.12010357	22.34216577	6.082217781	29.30983522
NSL 32722	2	25	20	2015	99	1	13	0.615976762	11.60378451	4.579125306	0.388734648	19.75560574	1.767229466	16.79888658	21.91156985	39.42183642
PI 539930	2	26	20	2015	99	1	14	0.338345684	21.79525941	7.022617762	1.867199828	66.66956452	4.839655775	29.15622286	73.37642012	103.2447406
Ames 22028	2	27	20	2015	99	1	5	1.770475534	14.83381115	3.029141648	0.432452426	21.13452688	4.322412285	19.63342833	25.88939159	46.39089152
Ames 24724	2	28	20	2015	99	1	3	0.5570809	13.30392563	7.470824073	0.250553366	11.84829328	4.951476487	21.3318306	17.05032313	39.25412481
PI 415081	2	29	20	2015	99	1	4	2.273877179	23.50613726	10.55739395	0.871691808	21.59395853	10.79761987	36.3374084	33.26327021	70.58366759
PI 607522	2	30	20	2015	99	1	10	0.51427843	15.40953958	4.905060535	1.128854325	35.74991303	3.474065929	20.82887855	40.35283328	61.85698633
Ames 23465	2	31	20	2015	99	1	13	1.391291169	21.91928309	5.981439082	0.871005874	34.10014198	0.329126219	29.29201334	35.30027408	65.31997667
14SJMY:Breed:0001	2	32	20	2015	1	0	15	2.762494568	49.52158103	12.51040252	4.554286377	52.23659011	6.636867603	64.79447812	63.42774409	129.9367672
PI 560316	2	33	20	2015	99	1	11	0.399922985	9.666192532	9.133152693	1.264690036	23.42045728	2.739032867	19.19926821	27.42418018	47.20423941
Ames 23409	2	34	20	2015	99	1	1	4.295420481	28.26637568	5.015021943	3.250431657	36.79597559	1.87819093	37.5768181	41.92459818	80.18863661
Ames 29017	2	35	20	2015	99	1	17	0.390206718	12.89599469	3.212333834	6.806187315	56.92007283	5.373546751	16.49853524	69.09980689	86.53684974
PI 391665	2	36	20	2015	99	1	15	1.490859444	8.925035073	5.469437661	1.146258279	51.27335266	4.935796054	15.88533218	57.355407	74.88105856
PI 601558	2	37	20	2015	99	1	16	0.061532672	8.148387903	8.740559866	0.470176233	32.40617376	10.38251248	16.95048044	43.25886247	61.12388501
Ames 27069	2	38	20	2015	99	1	2	0.548878039	27.22946013	6.478491231	2.216189184	45.05450535	10.30084632	40.73532063	57.57154085	99.86457458
PI 508277	2	39	20	2015	99	1	16	0.653388254	17.01814688	7.65979089	0.44201256	27.3299867	4.05121337	25.33132602	31.82321263	58.05888873
PI 601316	2	40	20	2015	99	1	14	0.407800196	9.484142638	3.937244507	1.176507406	38.93816284	5.717708501	13.82918734	45.83237874	60.31507258
Ames 22747	2	21	21	2015	99	1	1	0.675729532	4.179998736	6.646632365	0.121209328	7.915871635	7.262267214	11.50236063	15.29934818	27.46382995
Ames 27070	2	22	21	2015	99	1	1	1.187496465	21.05561637	13.34125225	1.96300708	55.1972359	9.795298933	35.58436509	66.95554191	103.729448
PI 369446	2	23	21	2015	99	1	21	6.756901552	49.76085582	4.341723136	0.512734028	23.3516402	0.672833227	60.85948051	24.53720746	86.40058308
PI 601724	2	24	21	2015	99	1	10	0.198995467	14.79249612	4.926802792	1.072734083	43.34033134	4.705221886	19.91829438	49.11828731	69.89634378
Ames 23490	2	25	21	2015	99	1	19	0.556456973	19.05581775	5.909232016	1.702565204	55.88503287	2.666757065	25.52150674	60.25435514	86.65871277
NSL 32725	2	26	21	2015	99	1	4	1.009121508	7.84372442	6.904924717	2.530209126	42.47167232	7.560544769	15.75777065	52.56242621	69.17257399
PI 543840	2	27	21	2015	99	1	3	1.346071633	35.0298808	5.290271476	0.405892546	22.75361239	3.872644496	41.66622391	27.03214943	69.64254631
14SJMY:Breed:0001	2	28	21	2015	1	0	6	2.789571776	53.50482079	12.26861352	4.613568831	41.74076064	3.491633691	68.56300608	49.84596316	119.8518489
Ames 24732	2	29	21	2015	99	1	14	1.197574115	36.06069765	4.687423473	1.491954129	52.36033502	1.576145902	41.94569523	55.42843505	97.97398985
PI 415082	2	30	21	2015	99	1	6	3.701676293	34.65709064	9.70761927	0.492125149	12.14601763	3.171222046	48.06638621	15.80936482	64.85712238
PI 607527	2	31	21	2015	99	1	18	0.375265179	7.093216159	3.530233692	0.70897049	53.7451441	7.91142943	8.206621111	62.36554401	71.5126221
Ames 23467	2	32	21	2015	99	1	14	1.951930545	31.89499956	4.59627376	1.071496275	51.20751508	0.276244696	38.44320386	52.55525605	91.76373546
NSL 437893	2	33	21	2015	99	1	14	0.690165918	28.6112602	6.145158429	1.610940853	50.64293409	0.65712973	35.44658455	52.91100468	89.12244557
14SJMY:Breed:0001	2	34	21	2015	1	0	12	2.036024842	37.52714757	7.991634192	3.07471666	28.68086377	2.85288869	47.55480661	34.60846912	82.87281348
Ames 23415	2	35	21	2015	99	1	8	1.437525857	49.42921428	5.236325429	4.057602097	51.00046261	1.684752075	59.48393364	56.74281679	116.9324775
Ames 29018	2	36	21	2015	99	1	13	0.294907916	8.234279414	3.283165398	10.52369905	53.74413458	2.612314836	11.81235273	66.88014846	79.28796655
PI 405712	2	37	21	2015	99	1	3	0.673160192	6.426395585	4.414495243	2.06350134	48.12051731	2.615512208	11.51405102	52.79953086	65.29092179
PI 601562	2	38	21	2015	99	1	17	1.307492752	16.36896478	5.727452638	1.569724217	42.0243949	12.50893988	23.40391017	56.103059	80.40364099
Ames 27178	2	39	21	2015	99	1	12	1.39971561	18.20311919	5.576754599	2.303523164	34.68457105	0.751506944	25.1795894	37.73960116	63.64065576
PI 601317	2	41	21	2015	99	1	14	0.381453348	6.864664111	5.637635903	1.1496889	42.29898619	4.536759572	12.88375336	47.98543466	61.57041494
Ames 23396	2	21	22	2015	99	1	6	0.66198903	21.17787248	10.43982568	0.938235208	49.9437314	7.523424181	32.27968719	58.40539079	91.59833425
Ames 27104	2	22	22	2015	99	1	16	0.901724299	17.93620115	8.716848164	0.769668986	23.4930448	4.616468793	27.55477362	28.87918258	57.26266395
PI 415079	2	23	22	2015	99	1	1	1.678708446	33.8390528	4.764588358	1.108906551	33.61530706	6.148233923	40.2823496	40.87244753	82.43334754
PI 607519	2	24	22	2015	99	1	1	1.499425175	17.40480754	10.74191239	1.735688552	47.72555077	15.12225948	29.6461451	64.58349881	95.51740872
Ames 23499	2	25	22	2015	99	1	5	1.356336806	8.985420948	6.186687222	0.149708874	8.487448857	4.674005932	16.52844497	13.31116366	30.92084765
NSL 32732	2	26	22	2015	99	1	12	0.985180056	4.070669988	5.451835882	1.403561781	31.64370026	1.267388338	10.50768593	34.31465038	45.5856122
14SJMY:Breed:0001	2	27	22	2015	1	0	11	2.566135151	45.53319091	7.852422774	4.772162093	37.16624513	2.62014558	55.95174884	44.5585528	101.3117636
Ames 22029	2	28	22	2015	99	1	1	1.800560088	80.08089429	7.291360554	2.282200151	82.94936697	7.224133265	89.17281494	92.45570038	182.3328631
Ames 24734	2	29	22	2015	99	1	6	2.020953201	24.16649412	5.467678709	2.545549034	53.69419611	1.766855178	31.65512603	58.00660032	90.66968866
PI 415083	2	30	22	2015	99	1	1	3.628081849	39.08136648	9.369652229	0.804825661	12.84672823	5.302324782	52.07910056	18.95387867	72.15524554
Ames 23477	2	32	22	2015	99	1	1	0.491162091	9.435380943	8.123157701	0.570641148	18.64145735	7.646468526	18.04970074	26.85856703	46.06766071
NSL 437907	2	33	22	2015	99	1	21	2.380802609	36.40173726	13.71858934	3.760160694	40.7636732	8.272424152	52.50112921	52.79625805	106.4001494
PI 567792	2	34	22	2015	99	1	6	2.115242956	53.65213879	5.452570319	1.125591894	39.13365009	3.556597657	61.21995206	43.81583964	106.1000146
Ames 23419	2	35	22	2015	99	1	10	1.249330131	12.82454373	2.361151088	1.880687872	44.79056967	0.643133424	16.43502495	47.31439097	64.45052776
Ames 29019	2	36	22	2015	99	1	17	0.157905609	5.862099757	3.761595345	2.178857004	44.65208891	3.659449442	9.781600711	50.49039535	61.19696425
PI 406115	2	37	22	2015	99	1	22	0.65259764	12.76157207	8.714802587	0.304821483	9.654864213	2.80712052	22.1289723	12.76680622	35.90426587
PI 601745	2	38	22	2015	99	1	4	0.6580116	42.17503251	8.541175925	0.939401266	39.06433951	5.163979025	51.37422004	45.1677198	97.56337472
Ames 27450	2	39	22	2015	99	1	13	0.512004264	5.802919777	8.938068389	0.065345135	5.011942365	9.196096352	15.25299243	14.27338385	30.31027262
PI 524970	2	40	22	2015	99	1	10	0.614904328	21.88925884	4.041813161	2.293881624	59.5108017	0.53235674	26.54597633	62.33704006	89.56674493
PI 601360	2	41	22	2015	99	1	6	0.744058386	4.600555832	4.934478148	1.8826193	40.76679114	11.15860735	10.27909237	53.80801778	65.03947394
Ames 23425	2	21	23	2015	99	1	1	0.566063364	22.02533793	5.474375845	0.723641142	32.58365412	2.598740724	28.06577714	35.90603598	65.34058575
Ames 27105	2	22	23	2015	99	1	3	0.504127425	1.904675035	3.517205997	0.49755196	19.71007114	4.674092096	5.926008458	24.8817152	31.75074618
PI 415084	2	23	23	2015	99	1	10	3.205306743	17.44503523	4.491342345	2.814965037	52.03966598	3.748048137	25.14168432	58.60267916	84.54107665
PI 607521	2	24	23	2015	99	1	5	1.608302843	32.70848948	4.146760658	1.436365609	85.05038976	1.519244189	38.46355298	88.00599955	127.3625013
Ames 23501	2	25	23	2015	99	1	3	0.973196923	18.84791191	5.900200391	1.225467241	73.6638946	6.945224362	25.72130922	81.8345862	108.4260766
NSL 32736	2	26	23	2015	99	1	10	0.32269268	9.728015544	3.310483447	1.443669281	40.37838923	3.734969065	13.36119167	45.55702758	59.6123183
PI 546494	2	27	23	2015	99	1	5	2.034821913	13.62766918	2.384842107	2.467581527	46.37979386	1.778316072	18.0473332	50.62569146	69.66062247
Ames 22038	2	28	23	2015	99	1	10	0.3254341	26.16307444	7.338086658	4.132921399	54.29422522	5.358814848	33.8265952	63.78596146	98.2775609
Ames 24751	2	29	23	2015	99	1	12	0.713091988	24.57918891	3.715986648	5.964755057	71.94210661	1.658631685	29.00826755	79.56549335	109.3493541
PI 415085	2	30	23	2015	99	1	9	2.417110403	29.96718189	5.398705843	2.522523081	42.0802831	3.746792577	37.78299813	48.34959876	86.82244327
Ames 2328	2	31	23	2015	99	1	10	0.048927416	5.535024888	3.346170548	0.047515785	6.920002973	2.733469103	8.930122852	9.700987861	19.51461968
Ames 23486	2	32	23	2015	99	1	3	1.797377574	36.15723131	7.628390377	0.273583094	19.05268993	8.771627811	45.58299926	28.09790083	74.75705124
PI 200181	2	33	23	2015	99	1	6	2.225863837	18.1692817	6.326400907	0.389544388	29.2843566	3.061937762	26.72154645	32.73583875	60.55464368
PI 587137	2	34	23	2015	99	1	11	0.327455812	8.612022664	5.4031874	1.289554841	44.88538348	4.345795555	14.34266588	50.52073388	65.55426345
14SJMY:Breed:0001	2	35	23	2015	1	0	8	2.14515334	43.11396508	7.460360432	4.948605919	47.20613102	3.936163298	55.91997611	56.09090024	112.590948
Ames 30523	2	36	23	2015	99	1	11	2.897209815	17.93653965	4.634041577	1.292267245	21.21250224	0.815744404	25.46779104	23.32051389	49.60406988
PI 459082	2	37	23	2015	99	1	14	0.481718365	7.009532471	5.012270345	0.995867134	29.8814655	2.00401887	12.50352118	32.8813515	46.05639137
PI 601789	2	38	23	2015	99	1	12	0.074792554	4.153864169	5.231984419	0.400514522	18.40695861	3.373336146	9.460641142	22.18080928	32.40580933
PI 538011	2	40	23	2015	99	1	21	0.85973075	27.61882057	8.240881428	0.080580386	7.739220989	9.486040131	36.71943274	17.30584151	55.1841553
PI 601378	2	41	23	2015	99	1	12	0.606063862	16.90662219	11.49663033	3.009221614	32.07283833	5.009531503	29.00931638	40.09159145	69.84895825
Ames 23430	2	21	24	2015	99	1	5	3.530273286	23.5606788	5.509962251	1.915775679	70.06412639	10.19060667	32.60091434	82.17050874	115.7847559
PI 415090	2	23	24	2015	99	1	4	0.427470458	13.34246016	5.087044923	0.670328672	33.54636293	1.21875627	18.85697554	35.43544788	55.23108895
